,producto,precio,cantidad,medida
478,Ajos alinados Hacendado,1.5,81075.0,g
479,Cebolla grande Hacendado,1.3,247900.0,g
480,Alcaparrones Hacendado en vinagre,1.7,64800.0,g
481,Berenjenas de Almagro Antonio alino suave,1.89,280000.0,g
482,Jalapenos picantes Hacendado en vinagre,1.45,8100.0,g
483,Altramuces Dorisol,1.0,285.0,g
484,Mix de pepinillos y cebollitas Hacendado,1.25,247900.0,g
485,Guindillas picantes El Cabildo en vinagre,1.0,38400.0,g
486,Piparra Hacendado,2.5,35625.0,g
487,Nuez natural Hacendado pelada,2.6,200.0,g
488,Pistacho tostado Hacendado con sal,3.6,300.0,g
489,Pipas girasol tostadas Hacendado gigante con sal,1.05,200.0,g
490,Pistacho tostado Hacendado 0% sal anadida,1.8,150.0,g
491,Cacahuete frito con sal Borges pelado,0.8,250.0,g
492,Pipas girasol tostadas Hacendado gigante aguasal,1.05,200.0,g
493,Anacardo natural Hacendado,2.0,150.0,g
494,Palomitas de maiz con sal Hacendado para microondas,0.75,810.0,g
495,Anacardo frito salado Hacendado,2.1,200.0,g
496,Avellana tostada Hacendado 0% sal anadida pelada,2.9,200.0,g
497,Almendra tostada y salada Hacendado con piel,2.8,200.0,g
498,Cacahuete frito y salado Hacendado con piel,1.0,250.0,g
499,Maiz frito crujiente y tierno Hacendado,0.95,170.0,g
500,Almendra frita y salada Hacendado pelada,2.9,200.0,g
501,Cacahuete tostado Hacendado 0% sal anadida,1.35,400.0,g
502,Almendra tostada Hacendado 0% sal anadida con piel,3.1,200.0,g
503,Maiz palomitas Casa Mayor,0.7,250.0,g
504,Maiz frito gigante Hacendado,0.9,150.0,g
505,Nuez macadamia Hacendado tostada con sal,2.7,100.0,g
506,Mezcla semillas Hacendado,1.1,200.0,g
507,Pipas calabaza natural Hacendado peladas,1.65,150.0,g
508,Castanas tostadas y peladas Hacendado,1.35,100.0,g
509,Cacahuete frito con miel Hacendado,1.5,200.0,g
510,Cacahuete tostado con sal Hacendado,1.35,400.0,g
511,Semillas chia Hacendado,1.25,150.0,g
512,Pipas de girasol fritas Hacendado peladas,0.9,200.0,g
513,Pipas girasol tijuana Grefusa,1.59,200.0,g
514,Palomitas de maiz sabor mantequilla Hacendado para microondas,1.15,810.0,g
515,Almendra natural Hacendado sin piel,2.2,125.0,g
516,Pipas de calabaza tostadas Hacendado peladas,1.9,150.0,g
517,Semillas sesamo tostado Nat Sanno,1.15,150.0,g
518,Pipas girasol barbacoa Hacendado,1.1,200.0,g
519,Castanas,2.49,500.0,g
520,Pipas girasol naturales Hacendado peladas,0.85,200.0,g
521,Semillas lino dorado Hacendado,1.0,150.0,g
522,Nuez natural Hacendado,3.5,600.0,g
523,Pipas calabaza tostadas Hacendado aguasal,1.05,125.0,g
524,Pipas girasol tostadas Hacendado 0% sal anadida,0.87,125.0,g
525,Pinones Hacendado,1.55,100.0,g
526,Peladillas Hacendado,1.45,150.0,g
527,Pistacho natural Hacendado pelado,2.55,100.0,g
528,Almendra frita marcona Hacendado con sal pelada,3.55,200.0,g
529,Nuez Pecana natural Hacendado pelada,3.8,200.0,g
530,Palomitas de maiz dulces Hacendado para microondas,1.5,945.0,g
531,Cacahuete tostado Hacendado pelado 0% sal anadida,1.0,200.0,g
532,Cacahuete en polvo desgrasado + proteinas Hacendado 14 g proteinas 70% reducido en grasa,3.0,200.0,g
533,Cocktail mezcla Hacendado,1.2,300.0,g
534,Combinado frutos secos Hacendado,2.0,150.0,g
535,Cocktail crunchy sabores Hacendado,1.95,200.0,g
536,Cocktail rodeo Hacendado,1.75,250.0,g
537,Cocktail natural Hacendado,2.35,180.0,g
538,Cocktail mix natural Hacendado,1.0,50.0,g
539,Cocktail tostado 0% sal anadida Hacendado,2.15,175.0,g
540,Cocktail tostado y ahumado Hacendado,2.15,175.0,g
541,Cocktail fruta deshidratada Hacendado,1.4,200.0,g
542,Cocktail picante Hacendado,1.55,200.0,g
543,Cocktail rumba Hacendado,2.0,500.0,g
544,Cocktail Mixbeans edamame & soja tostados y salados Hacendado,1.3,100.0,g
545,Pasas sultanas sin semillas Hacendado,1.8,350.0,g
546,Mango deshidratado Hacendado,1.3,60.0,g
547,Manzana roja deshidratada Hacendado,0.7,20.0,g
548,Ciruelas desecadas sin hueso Hacendado,1.95,250.0,g
549,Datiles sin hueso Hacendado,2.25,350.0,g
550,Arandanos deshidratados Hacendado,2.0,200.0,g
551,Pina deshidratada Hacendado,1.05,50.0,g
552,Orejones albaricoque Hacendado,2.0,200.0,g
553,Datiles en rama Casa Pons,1.25,200.0,g
554,Pasas moscatel sin semillas Hacendado,2.15,350.0,g
555,Higo seco Villacruz,2.15,500.0,g
556,Higos tiernos deshidratados Noberasco,1.7,200.0,g
557,Pan de higo con almendras De Juan,2.1,200.0,g
558,Pan de datil con nueces De Juan,2.1,200.0,g
559,Fruta surtida confitada Frutas 1943,2.85,300.0,g
560,Calabaza glaseada Frutas 1943,2.2,250.0,g
561,Datiles Medjoul con hueso Hacendado,3.7,215.0,g
562,Patatas fritas estilo tradicional Hacendado,0.65,150.0,g
563,Patatas fritas extra crujientes Hacendado,1.35,180.0,g
564,Patatas fritas corte ondulado Hacendado,0.58,180.0,g
565,Patatas fritas receta churreria Hacendado,0.85,150.0,g
566,Patatas fritas onduladas Hacendado sabor jamon serrano,0.9,170.0,g
567,Patatas fritas crujientes a la sarten Hacendado,1.5,300.0,g
568,Patatas fritas al punto de sal Lay's,1.4,207.0,g
569,Patatas fritas sabor limon y pimienta Hacendado,0.9,130.0,g
570,Patatas fritas onduladas Ruffles sabor jamon,1.4,200.0,g
571,Patatinas extra crujientes Hacendado,1.05,120.0,g
572,Patatas light Hacendado,0.87,150.0,g
573,Patatas fritas sabor huevo frito Hacendado,0.9,130.0,g
574,Patatas fritas receta campesina Lay's,1.56,160.0,g
575,Pringles original,1.95,165.0,g
576,Varitas sabor ketchup Hacendado,0.8,75.0,g
577,Pringles sabor crema agria y cebolla,1.95,165.0,g
578,Patatas fritas 0% sal anadida Hacendado,0.79,130.0,g
579,Patatas fritas onduladas Munchos sabor queso,1.15,150.0,g
580,Trigo snack sabor ahumado Hacendado,0.6,80.0,g
581,Patatas fritas sabor chili y lima Hacendado,1.0,130.0,g
582,Patatas fritas paja Hacendado,1.25,200.0,g
583,Patatas fritas sabor pollo y limon Hacendado,1.05,130.0,g
584,Patatas fritas sabor sal y vinagre Hacendado,1.0,130.0,g
585,Nachos Hacendado,0.85,150.0,g
586,Conos sabor bacon y queso Hacendado,0.55,100.0,g
587,Triangulos de maiz Tex-Mex Doritos,1.4,167.0,g
588,Pandilla sabor queso Cheetos,1.29,75.0,g
589,Tiras de maiz frito sabor barbacoa Hacendado,0.55,150.0,g
590,Nachos tex-mex Hacendado sabor queso,0.85,150.0,g
591,Galletitas saladas Hacendado,1.05,350.0,g
592,Combinado de aperitivos Hacendado,1.2,200.0,g
593,Cuquitos sabor queso Hacendado,0.6,100.0,g
594,Cuquis Hacendado,0.75,80.0,g
595,Manzana roja deshidratada Hacendado,0.7,20.0,g
596,Garfitos de maiz sabor queso Hacendado,0.55,80.0,g
597,Tortitas de maiz con legumbres Hacendado,1.0,70.0,g
598,Snack de gamba Hacendado,0.95,60.0,g
599,Bombitas de maiz sabor mantequilla Hacendado,0.65,80.0,g
600,Torreznos Hacendado,1.4,120.0,g
601,Torreznos sabor barbacoa Hacendado,1.25,100.0,g
602,Snacks de lenteja sabor queso y especias Snatt's,1.15,90.0,g
603,Bolitas sabor barbacoa Hacendado,0.75,125.0,g
604,Pina deshidratada Hacendado,1.05,50.0,g
605,Varitas de patata Hacendado,0.8,75.0,g
606,Cocktail galletitas de aperitivo Hacendado,1.2,300.0,g
607,Cortezas,0.59,75.0,g
608,Palomitas caramelo Hacendado,1.15,120.0,g
609,Snack de alga con arroz Hacendado,1.5,20.0,g
610,Super cuquis La Llanura,1.15,60.0,g
611,Pelotazos sabor queso Cheetos,1.29,130.0,g
612,Nachos Padrisimos Hacendado sabor guacamole,1.1,150.0,g
613,Aros de maiz Hacendado,0.9,120.0,g
614,Snack de maiz sabor barbacoa Estrella,1.1,140.0,g
615,Snack multicereal Hacendado,1.0,100.0,g
616,Jumpers de maiz sabor mantequilla,0.85,80.0,g
617,Triangulos de patata Estrella sabor jamon,1.1,78.0,g
618,Surtido de snacks Picoteo de maiz y patata Tosfrit,0.85,90.0,g
619,Arroz redondo Hacendado,0.79,1.0,kg
620,Arroz cocido basmati Sabroz,1.05,250.0,g
621,Arroz cocido integral Sabroz,1.0,250.0,g
622,Arroz bomba Hacendado,2.65,1.0,kg
623,Arroz cocido redondo Sabroz,1.0,250.0,g
624,Quinoa cocida blanca y roja Sabroz,1.35,250.0,g
625,Arroz largo Hacendado,0.9,1.0,kg
626,Arroz redondo J Sendra Hacendado,1.1,1.0,kg
627,Arroz basmati aromatico Hacendado,2.1,1.0,kg
628,Cous cous mediano Bia,1.9,1.0,kg
629,Arroz integral redondo Hacendado,1.5,1.0,kg
630,Quinoa Hacendado,2.5,500.0,g
631,Arroz vaporizado Hacendado,1.15,1.0,kg
632,Arroz redondo Sabroz,1.76,1.0,kg
633,Arroz Jazmin aromatico Hacendado,1.9,1.0,kg
634,Arroz arborio especial risotto Hacendado,2.16,1.0,kg
635,Arroz especial ensaladas y guarnicion Hacendado,2.3,1.0,kg
636,Arroz redondo SOS,1.52,1.0,kg
637,Arroz vaporizado Brillante,1.59,1.0,kg
638,Arroz integral largo Hacendado,1.5,1.0,kg
639,Garbanzo cocido Hacendado,0.67,228000.0,g
640,Garbanzo cocido Hacendado,0.55,61950.0,g
641,Garbanzo cocido pedrosillano Hacendado,0.8,228000.0,g
642,Garbanzo Hacendado,1.9,1.0,kg
643,Garbanzo cocido con espinacas Hacendado,1.15,213750.0,g
644,Garbanzo pedrosillano Hacendado,1.99,1.0,kg
645,Garbanzo lechoso andaluz Hacendado,2.5,1.0,kg
646,Alubia cocida blanca Hacendado,0.6,228000.0,g
647,Alubia cocida blanca Hacendado,0.5,61950.0,g
648,Alubia cocida roja Hacendado,0.8,228000.0,g
649,Alubia cocida pinta Hacendado,0.8,228000.0,g
650,Alubia blanca Hacendado,1.55,1.0,kg
651,Alubia cocida con verduras Hacendado,1.0,239400.0,g
652,Alubia negra Hacendado,1.1,500.0,g
653,Alubia roja Hacendado,1.3,500.0,g
654,Alubia cocida granja Hacendado,1.15,199500.0,g
655,Alubia pinta Hacendado,2.0,1.0,kg
656,Alubia granja Hacendado,2.3,500.0,g
657,Lenteja cocida Hacendado,0.6,228000.0,g
658,Lenteja pardina Hacendado,1.65,1.0,kg
659,Lenteja cocida pardina Hacendado,0.7,228000.0,g
660,Lenteja cocida pardina Hacendado,0.55,61950.0,g
661,Lenteja rapida Hacendado,1.72,1.0,kg
662,Soja texturizada grano fino Hacendado,1.5,250.0,g
663,Lenteja Hacendado,1.3,1.0,kg
664,Lenteja pelada Hacendado,1.95,500.0,g
665,Fideo cabello de angel Hacendado,0.7,500.0,g
666,Fideua Hacendado,0.7,500.0,g
667,Fideo grueso Hacendado,0.7,500.0,g
668,Pasta estrellas Hacendado,0.7,500.0,g
669,Pasta maravilla Hacendado,0.7,500.0,g
670,Fideo mediano Hacendado,0.7,500.0,g
671,Fideo al huevo Hacendado,1.1,500.0,g
672,Pasta infantil con vegetales Hacendado,0.8,500.0,g
673,Fideo integral Hacendado,0.95,500.0,g
674,Semola de trigo fina Nurture,1.0,500.0,g
675,Tapioca Tipiak,1.45,225.0,g
676,Fideo sin gluten con quinoa Felicia,1.59,500.0,g
677,Pajaritas vegetales Hacendado,0.8,500.0,g
678,Penne integral Hacendado,0.8,500.0,g
679,Tortiglioni Armando,0.85,500.0,g
680,Helices con vegetales Hacendado,1.3,1.0,kg
681,Macarron fino Hacendado,0.65,500.0,g
682,Macarron al huevo Hacendado,1.1,500.0,g
683,Macarron Hacendado,1.1,1.0,kg
684,Macarron rayado Hacendado,0.65,500.0,g
685,Penne Armando,0.85,500.0,g
686,Fusilli 100% lentejas rojas Felicia,1.45,250.0,g
687,Trottole vegetales Hacendado,0.95,500.0,g
688,Fusilli Armando,0.85,500.0,g
689,Pasta tiburon Hacendado,0.65,500.0,g
690,Penne sin gluten Felicia,1.59,500.0,g
691,Penne de trigo sarraceno Felicia,1.45,250.0,g
692,Helices Hacendado,0.65,500.0,g
693,Macarron Hacendado,0.65,500.0,g
694,Fusilli sin gluten vegetales Felicia,1.59,500.0,g
695,Tallarin Hacendado,0.65,500.0,g
696,Spaghetti integral Hacendado,0.8,500.0,g
697,Spaghetti fino Hacendado,0.65,500.0,g
698,Nidos al huevo tagliatelle Hacendado,1.2,500.0,g
699,Spaghetti al huevo Hacendado,1.1,500.0,g
700,Nidos vegetales Hacendado,1.2,500.0,g
701,Spaghetti Hacendado,1.1,1.0,kg
702,Spaghetti Armando,0.85,500.0,g
703,Spaghetti Hacendado,0.65,500.0,g
704,Tagliatelle frescos al huevo Hacendado,1.0,250.0,g
705,Spaghetti sin gluten con quinoa Felicia,1.59,500.0,g
706,Tortellini con carne Pagani,0.85,250.0,g
707,Tortelloni fresco carne Hacendado,1.59,250.0,g
708,Ravioli fresco requeson y espinacas Hacendado,1.59,250.0,g
709,Tortellini con tres quesos Pagani,0.85,250.0,g
710,Gnocchi frescos Hacendado,1.09,500.0,g
711,Medialunas frescas setas con boletus Bel Canto,1.98,250.0,g
712,Girasoles frescos con quesos Hacendado,1.59,250.0,g
713,Tortellini con ricotta y espinacas Pagani,0.99,250.0,g
714,Medialunas frescas parmigiano reggiano y trufa Bel Canto,2.25,250.0,g
715,Redondos frescos berenjena. tomate y mozzarella Bel Canto,1.98,250.0,g
716,Medialunas frescas calabaza y crema de quesos Bel Canto,1.98,250.0,g
717,Tortelloni fresco albahaca Hacendado,1.59,250.0,g
718,Gnocchi frescos al pesto Hacendado,1.75,400.0,g
719,Tortellini fresco jamon Hacendado,1.4,250.0,g
720,Tortelloni fresco sin gluten carne Hacendado,2.25,250.0,g
721,Placas para lasana precocidas El Pavo,1.25,3600.0,g
722,Placas para canelones tradicionales Hacendado,0.59,3200.0,g
723,Cannelloni tubos precocidos Hacendado,1.2,6000.0,g
724,Lasana sin gluten de maiz y arroz Felicia,2.35,250.0,g
725,Pasta oriental sabor pollo frango Maggi,0.69,71.0,g
726,Fideos orientales Yakisoba classic Gallina Blanca,1.59,93.0,g
727,Fideos orientales Yatekomo de pollo Gallina Blanca,2.85,180.0,g
728,Fideos orientales Yatekomo de pollo Gallina Blanca,1.15,60.0,g
729,Fideos orientales Yakisoba de pollo Gallina Blanca,1.59,93.0,g
730,Fideos orientales Yakisoba curry Hacendado,1.1,80.0,g
731,Fideos orientales Yakisoba sabor pollo Hacendado,1.1,80.0,g
732,Fideos orientales Yakisoba sabor pollo Hacendado,0.85,90.0,g
733,Pasta oriental sabor gamba camarao Maggi,0.69,71.0,g
734,Fideos orientales Yakisoba soja Hacendado,1.1,80.0,g
735,Fideos orientales Yakisoba soja Hacendado,0.85,90.0,g
736,Fideos orientales Yatekomo Gallina Blanca,1.15,61.0,g
737,Fideos orientales Yatekomo Gallina Blanca,2.85,183.0,g
738,Noodles sabor pollo Hacendado,0.8,65.0,g
739,Noodles sabor gamba Hacendado,0.8,65.0,g
740,Noodles sabor picante Hacendado,0.8,65.0,g
741,Ramen con panceta Hacendado,2.2,180.0,g
742,Azucar blanco,1.44,2.0,kg
743,Azucar blanco,0.73,1.0,kg
744,Azucar blanco en sobres Acor,1.15,17500.0,g
745,Azucar moreno de cana Acor,1.65,1.0,kg
746,Azucar moreno de cana integral en sobres Acor,1.3,17500.0,g
747,Panela azucar moreno de cana integral Hacendado,1.8,500.0,g
748,Azucar glas Hacendado,1.19,300.0,g
749,Azucar Mascavado Hacendado,1.5,500.0,g
750,Edulcorante liquido sacarina Hacendado,0.9,150.0,ml
751,Edulcorante en pastillas sacarina Hacendado,1.05,44200.0,g
752,Edulcorante en sobres sacarina Hacendado,1.2,3600.0,g
753,Sirope de agave,2.5,350.0,g
754,Edulcorante liquido stevia Hacendado,2.0,150.0,ml
755,Edulcorante granulado stevia Hacendado,2.96,200.0,g
756,Edulcorante en pastillas stevia Hacendado,1.75,1575.0,g
757,Edulcorante en sobres stevia Hacendado,1.9,2916.0,g
758,Edulcorante en pastillas aspartamo Hacendado,1.75,25350.0,g
759,Fructosa Hacendado,3.15,750.0,g
760,Edulcorante sucralosa Hacendado,1.95,200.0,g
761,Chicle menta fresca gragea Hacendado,2.25,7000.0,g
762,Chicle menta fuerte gragea Hacendado,0.8,1440.0,g
763,Chicle menta fuerte gragea Hacendado,1.8,7000.0,g
764,Chicle hierbabuena gragea Hacendado,0.8,1440.0,g
765,Chicle hierbabuena gragea Hacendado,1.8,7000.0,g
766,Chicle hierbabuena lamina Hacendado,0.6,372.0,g
767,Chicle menta suave gragea Hacendado,0.8,1440.0,g
768,Chicle fresa gragea Hacendado,0.8,1440.0,g
769,Chicle fresa gragea Hacendado,1.8,7000.0,g
770,Chicle fresa lamina Hacendado,0.6,372.0,g
771,Chicle original sabor frutas gragea Hacendado,0.8,1440.0,g
772,Chicle regaliz y menta gragea Hacendado,0.8,1440.0,g
773,Chicle sandia lamina Hacendado,0.6,372.0,g
774,Chicle XXL gragea Hacendado,1.6,2500.0,g
775,Chicle jengibre gragea Hacendado,1.0,1440.0,g
776,Chicle mentol mix XXL gragea Hacendado,1.6,2500.0,g
777,Chicles surtidos gragea Hacendado,1.4,3264.0,g
778,Caramelos nata Dolis 0% azucares,0.95,90.0,g
779,Caramelos cafe Dolis 0% azucares,0.95,90.0,g
780,Caramelos sabor eucalipto y mentol Hacendado 0% azucares,0.85,90.0,g
781,Caramelos surtidos 6 sabores Hacendado,1.9,500.0,g
782,Caramelos eucaliptus mentol Respiral Halls,1.2,150.0,g
783,Caramelos citricos mix Halls,1.95,128.0,g
784,Caramelos limon mentol Respiral Halls,1.2,150.0,g
785,Caramelos original Halls,1.95,128.0,g
786,Caramelos blandos Hacendado,1.2,300.0,g
787,Caramelos blandos rellenos Dolis,1.58,300.0,g
788,Caramelos sabor regaliz y mentol Hacendado 0% azucares,0.95,90.0,g
789,Caramelos con palo 4 sabores Chupa Chups,1.4,1728.0,g
790,Caramelos menta minigrageas Smint,1.99,16.0,g
791,Caramelos mantequilla y nata Werther's original,1.55,150.0,g
792,Caramelos regaliz mentol Respiral Halls,1.2,150.0,g
793,Caramelos jengibre y propolis Hacendado 0% azucares,1.2,90.0,g
794,Caramelos Mix Fruits Hacendado 0% azucares,0.95,100.0,g
795,Chocolate extrafino negro Hacendado,1.05,100.0,g
796,Chocolate negro Hacendado fundir,0.9,200.0,g
797,Chocolatinas chocolate extrafino negro Hacendado,2.0,200.0,g
798,Chocolate extrafino negro Hacendado,0.75,150.0,g
799,Chocolate negro Valor 70% chocolate negro,1.88,125.0,g
800,Chocolate extrafino negro Hacendado con pepitas de cacao tostadas,0.9,100.0,g
801,Chocolate extrafino negro Hacendado,0.75,100.0,g
802,Chocolate negro Hacendado almendras enteras,1.29,200.0,g
803,Chocolate negro Valor puro,2.69,300.0,g
804,Chocolate negro Valor puro almendras enteras,3.0,250.0,g
805,Chocolate extrafino negro Hacendado 0% azucares anadidos,1.2,125.0,g
806,Mini barritas chocolate negro Hacendado con crujiente de semillas y galleta,1.4,1560.0,g
807,Chocolate negro Hacendado mousse,1.3,140.0,g
808,Chocolate negro Valor puro almendras enteras,2.55,150.0,g
809,Chocolate negro 55% Hacendado con avellanas enteras,1.35,180.0,g
810,Chocolatinas Royal Mints chocolate negro,1.5,200.0,g
811,Chocolate extrafino negro Hacendado fussion relleno sabor menta,0.8,100.0,g
812,Gotas de chocolate negro para fundir Hacendado,1.5,250.0,g
813,Chocolate extrafino negro Hacendado almendras enteras,1.7,200.0,g
814,Chocolatinas chocolate extrafino negro Hacendado,2.3,200.0,g
815,Chocolate extrafino negro Hacendado con arandanos y sesamo,1.2,100.0,g
816,Chocolate extrafino negro Hacendado 0% azucares anadidos,1.4,100.0,g
817,Chocolate negro Hacendado fundir 0% azucares anadidos,1.5,200.0,g
818,99% cacao extrafino negro Hacendado,1.5,100.0,g
819,Chocolate con leche Hacendado classic,0.65,150.0,g
820,Chocolate con leche Nestle,0.9,125.0,g
821,Chocolate con leche Milka Oreo,0.9,100.0,g
822,Chocolate con leche Lindt,1.35,125.0,g
823,Chocolate con leche Milka,1.05,150.0,g
824,Chocolate extrafino con leche Hacendado almendras enteras,1.35,200.0,g
825,Chocolate con leche Hacendado,0.4,100.0,g
826,Chocolate con leche Valor almendras enteras,3.0,250.0,g
827,Chocolate con leche Hacendado avellanas troceadas,0.9,150.0,g
828,Chocolate extrafino con leche Hacendado 0% azucares anadidos,1.2,125.0,g
829,Chocolate con leche Milka caramelo,0.9,100.0,g
830,Chocolate con leche Hacendado porciones,1.95,200.0,g
831,Chocolate con leche Valor almendras enteras,2.55,150.0,g
832,Chocolate con leche Milka galleta,2.65,300.0,g
833,Chocolate con leche Hacendado almendras troceadas,0.85,150.0,g
834,Chocolate con leche Hacendado almendra troceada y miel,1.0,100.0,g
835,Chocolate con leche Hacendado fussion relleno sabor fresa,0.8,100.0,g
836,Chocolate con leche Hacendado bajo en lactosa,1.35,125.0,g
837,Fideos de chocolate Hacendado,1.05,100.0,g
838,Chocolate con leche Hacendado fundir,1.1,200.0,g
839,Chocolate con leche Bites Cadbury con relleno sabor vainilla y trozos de galleta,1.2,110.0,g
840,Chocolate con leche Crunchie Rocks Cadbury con copos de maiz y trozos de caramelo,1.2,110.0,g
841,Chocolate con leche Hacendado cremoso,0.8,150.0,g
842,Chocolate con leche avellanas Hacendado,1.3,180.0,g
843,Chocolate con leche Fussion Hacendado relleno cremoso. avellanas y barquillo crujiente,0.8,100.0,g
844,Chocolates surtidos y caramelos Heroes Cadbury rellenos de chocolate con leche,5.95,600.0,g
845,Chocolate blanco Hacendado,0.6,100.0,g
846,Chocolate blanco Hacendado fundir,1.3,200.0,g
847,Chocolate blanco Hacendado fussion galletas al cacao,0.75,100.0,g
848,Chocolate blanco Hacendado fussion relleno con cremoso de coco y almendras troceadas,0.8,100.0,g
849,Barritas de barquillo Huesitos banadas de chocolate con leche,1.69,2000.0,g
850,Barritas de chocolate con leche Hacendado rellenas de leche,1.59,3200.0,g
851,Barritas de barquillo Kit-Kat banadas de chocolate con leche,2.25,1037.5,g
852,Barritas de barquillo Tokke original,1.0,423.0,g
853,Barritas de barquillo Kinder Bueno banadas de chocolate con leche,2.39,129.0,g
854,Disquitos Pintarolas de chocolate con leche coloreados,1.19,200.0,g
855,Cacahuetes Hacendado chocolate negro,1.75,250.0,g
856,Cacahuetes Hacendado chocolate con leche,1.75,250.0,g
857,Barritas de chocolate con leche Kinder rellenas de leche,2.65,3200.0,g
858,Barritas de galleta y caramelo Hacendado banadas de chocolate con leche,1.15,1000.0,g
859,Vasito con crema de cacao Choco Snack Hacendado con palitos de pan,0.98,110.0,g
860,Cacahuetes Chocoiris Hacendado banados de chocolate con leche coloreados,1.2,180.0,g
861,Huevos de chocolate Hacendado dibujo,1.45,60.0,g
862,Almendras Hacendado chocolate negro,1.8,150.0,g
863,Monedas de chocolate con leche,0.8,70.0,g
864,Huevos de chocolate Hacendado dibujo,1.45,60.0,g
865,Mini huevos de chocolate con leche Schoko-Bons Kinder rellenos de leche y avellanas,3.29,200.0,g
866,Bolas de cereal Hacendado banadas de chocolate negro. con leche y blanco,1.75,200.0,g
867,Barritas de barquillo Hacendado rellenas de avellanas y chocolate con leche,1.1,810.0,g
868,Barritas de barquillo Kinder Bueno white banadas de chocolate blanco,2.39,117.0,g
869,Perlas de chocolate negro Hacendado rellenas de preparado de frutas,2.0,150.0,g
870,Huevo de chocolate Hacendado,1.0,50.0,g
871,Nueces Hacendado chocolate con leche,1.75,150.0,g
872,Huevo crema al cacao,0.9,25.0,g
873,Bombitas choco Hacendado palomitas banadas al cacao,0.95,100.0,g
874,Barritas de chocolate blanco Nestle con galleta rellena de caramelo y cereales,0.85,270.0,g
