,producto,precio,cantidad,medida,cantidad_
321,Harina de trigo para reposteria Carrefour 1 kg.,0.78,1.0,kg,1.0
322,Tortellini de quesos Knorr 250 g.,1.75,0.25,kg,0.25
323,Yogur de macedonia Danone pack de 4 unidades de 120 g.,1.19,0.48,kg,0.48
324,Yogur griego sabor lima limon Danone Oikos sin gluten pack de 4 unidades de 110 g.,2.29,0.44,kg,0.44
325,Nuggets de pollo Carrefour Classic' 500 g.,2.25,0.5,kg,0.5
326,Galletas de mantequilla con tableta de chocolate blanco Carrefour 150 g.,0.94,0.15,kg,0.15
327,Berberechos al natural 60/90 Carrefour sin lactosa 63 g.,2.2,0.063,kg,0.063
328,Arroz largo vaporizado Carrefour 1 kg.,0.99,1.0,kg,1.0
329,Patatas fritas gourmet sabor original Lay's 180 g.,2.28,0.18,kg,0.18
330,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2
331,Huevos M-L ecologicos Carrefour Bio 6 ud.,1.99,0.5,ud,0.5
332,Cafe soluble natural classic Nescafe 300 g.,7.47,0.3,kg,0.3
333,Nachos sabor original Doritos Dippas sin gluten y sin lactosa 180 g.,1.99,0.18,kg,0.18
334,Maravilla Carrefour 500 g.,0.7,0.5,kg,0.5
335,Leche semidesnatada Carrefour pack de 6 briks de 200 ml.,1.35,1.195,L,1.195
336,Cafe molido mezcla Gran Aroma Marcilla 500 g.,5.29,0.5,kg,0.5
337,Garbanzos cocidos Carrefour 210 g.,0.52,0.21,kg,0.21
338,Galletas Digestive Fontaneda 700 g.,2.99,0.7,kg,0.7
339,Salsa de soja Carrefour botella 125 ml.,0.74,0.125,L,0.125
340,Mousse de chocolete con leche Carrefour pack de 4 unidades de 60 g.,0.66,0.24,kg,0.24
341,Cereales de cacao y avellanas Carrefour 500 g.,1.59,0.5,kg,0.5
342,Galleta Maria Carrefour sin aceite de palma 800 g.,0.99,0.798,kg,0.798
343,Galletas tostadas Carrefour 800 g.,0.92,0.8,kg,0.8
344,Bebida de almendras tostadas sin azucar Alpro Central Lechera Asturiana brik 1 l.,1.95,1.0,L,1.0
345,Aceite de oliva virgen extra arbequina Carbonell 1 l.,6.39,1.0,L,1.0
346,Mermelada de fresa categoria extra Carrefour 410 g.,0.99,0.411,kg,0.411
347,Pasta penne ziti rigate Garofalo 500 g.,1.81,0.5,kg,0.5
348,Flan de queso Carrefour sin gluten pack de 4 unidades de 100 g.,1.5,0.4,kg,0.4
349,Macedonia de verduras sin sal anadida Carrefour 320 g.,0.7,0.32,kg,0.32
350,Galletas Campurrianas Cuetara 795 g.,2.39,0.799,kg,0.799
351,Aperitivo sabor queso Carrefour 100 g.,0.6,0.1,kg,0.1
352,Nachos con sal Totopos Mexifoods sin gluten y sin aceite de palma 300 g.,3.05,0.3,kg,0.3
353,Tomate frito con aceite de oliva virgen extra Orlando pack de 3 briks de 350 g.,2.75,1.05,kg,1.05
354,Mantequilla tradicional Central Lechera Asturiana 500 g.,4.09,0.5,kg,0.5
355,Patatas fritas onduladas Carrefour 170 g.,0.54,0.17,kg,0.17
356,Patatas fritas gourmet sabor original Lay's 180 g.,2.28,0.18,kg,0.18
357,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2
358,Huevos M-L ecologicos Carrefour Bio 6 ud.,1.99,0.5,ud,0.5
359,Yogur bifidus cremoso de lima y limon Danone Activia sin gluten pack de 4 unidades de 120 g.,2.09,0.48,kg,0.48
360,Patatas fritas sabor jamon serrano Carrefour 150 g.,0.78,0.15,kg,0.15
361,Caldo de pollo Avecrem Gallina Blanca sin gluten 48 pastillas,5.45,0.48,kg,0.48
362,Tiras de maiz BBQ orginal Fritos 146 g.,1.43,0.146,kg,0.146
363,Crema de cacahuete 100% Carrefour sin gluten 500 g.,2.85,0.5,kg,0.5
364,Cortezas de trigoBoca Bits Matutano 84 g.,1.56,0.084,kg,0.084
365,Lentejas a la riojana Litoral sin gluten y sin lactosa 430 g.,1.69,0.43,kg,0.43
366,Yogur de coco Danone sin gluten pack de 4 unidades de 120 g.,1.19,0.5,kg,0.5
367,Cacao soluble Cola Cao 1600 g.,9.15,1.6,kg,1.6
368,Anacardos crudos Carrefour 150 g,2.99,0.15,kg,0.15
369,Manzanilla en bolsitas Carrefour 50 ud.,0.75,0.065,kg,0.065
370,Atun claro en aceite de girasol Calvo pack de 6 latas de 52 g.,5.69,284.5,kg,284.5
371,Bicarbonato sodico Carrefour 300 g.,0.45,0.3,kg,0.3
372,Crema de avellanas original Nocilla sin gluten y sin aceite de palma 360 g.,2.85,0.36,kg,0.36
373,Avellana repelada tostada sin sal Carrefour tarrina 225 g,3.99,0.225,kg,0.225
374,Pimientos del Piquillo en tiras al ajillo Carrefour sin lactosa 225 g.,0.99,0.225,kg,0.225
375,Galletas finas con chocolate con leche Digestive Fontaneda 170 g.,1.69,0.17,kg,0.17
376,Yogur bifidus desnatado cremoso de mango Danone Activia sin gluten pack de 4 unidades de 120 g.,2.09,0.48,kg,0.48
377,Leche entera fresca Carrefour botella 1 l.,0.8,1.0,L,1.0
378,Aceitunas verdes rellenas de anchoa La Espanola sin gluten pack de 6 latas de 50 g.,4.25,0.3,kg,0.3
379,Cacao soluble instantaneo Nestle Nesquik sin gluten y sin lactosa 390 g.,1.99,0.39,kg,0.39
380,Guacamole Carrefour 500 g,3.19,0.5,kg,0.5
381,Patatas fritas al punto de sal Lay's sin gluten y sin lactosa 160 g.,1.37,0.16,kg,0.16
382,Patatas fritas gourmet sabor original Lay's 180 g.,2.28,0.18,kg,0.18
383,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2
384,Huevos M-L ecologicos Carrefour Bio 6 ud.,1.99,0.5,ud,0.5
385,Yogur bifidus desnatado con trozos de melocoton ymaracuya sin azucar anadido Carrefour pack de 4 unidades de 125 g.,0.95,0.5,kg,0.5
386,Salsa pesto Gallo sin gluten tarro 190 g.,1.99,0.19,kg,0.19
387,Nata para cocinar Central Lechera Asturiana 200 ml.,0.99,0.2,L,0.2
388,Tortitas de maiz Carrefour pack de 4 unidades de 33 g. ,1.16,0.132,kg,0.132
389,Spaghetti nÂº 5 Barilla 500 g.,1.61,0.5,kg,0.5
390,Edulcorante liquido Carrefour 300 ml.,1.34,0.3,L,0.3
391,Palomitas saladas para microondas Carrefour pack de 3 bolsas de 100 g.,0.78,0.3,kg,0.3
392,Aderezo de limon exprimido Carrefour 250 ml.,0.78,0.25,L,0.25
393,Salsa bolonesa Carrefour sin gluten tarro 300 g.,0.92,0.3,kg,0.3
394,Caldo de carne Carrefour sin gluten brik 1 l.,0.72,1.0,L,1.0
395,Pipas de girasol peladas Carrefour 125 g.,0.56,0.125,kg,0.125
396,Placas para lasana precocidas El Pavo 200 g.,1.25,0.2,kg,0.2
397,Avellanas tostadas Carrefour 200 g.,2.89,0.2,kg,0.2
398,Atun en aceite de girasol 650 g.,5.25,0.65,kg,0.65
399,Yogur bifidus desnatado cremoso de frutos silvestres Danone Activia sin gluten pack de 4 unidades de 120 g.,2.09,0.48,kg,0.48
400,Leche desnatada Central Lechera Asturiana botella 1.5 l.,1.25,1.506,L,1.506
401,Mermelada de melocoton Hero 350 g.,1.85,0.35,kg,0.35
402,Pure de patatas Carrefour 500 g.,1.22,0.5,kg,0.5
403,Fideo nÂº0 Gallo 450 g.,1.29,0.449,kg,0.449
404,Macarrones pasta fina Gallo 400 g.,1.29,0.401,kg,0.401
405,Pepinillos agridulces Classic Carrefour 370 g.,1.35,0.37,kg,0.37
406,Tomate natural pelado Carrefour 480 g.,0.88,0.481,kg,0.481
407,Aceite de girasol Koipesol 1 l.,1.92,1.0,L,1.0
408,Azucar blanco Azucarera 800 g.,0.99,0.798,kg,0.798
409,Patatas fritas gourmet sabor original Lay's 180 g.,2.28,0.18,kg,0.18
410,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2
411,Huevos M-L ecologicos Carrefour Bio 6 ud.,1.99,0.5,ud,0.5
412,Cereales de maiz sin azucar anadido Corn Flakes Carrefour 500 g.,1.73,0.5,kg,0.5
413,Pizza speciale Ristorante Dr. Oetker 330 g.,3.48,0.33,kg,0.33
414,Turron de chocolate con Oreo Suchard 260 g.,3.55,0.26,kg,0.26
415,Chocolate con leche extrafino Carrefour 150 g.,0.61,0.15,kg,0.15
416,Doritos Tex Mex 140 g.,1.29,0.14,kg,0.14
417,Cereales de leche Carrefour 500 g.,1.95,0.5,kg,0.5
418,Ravioli de carne Knorr 250 g.,1.75,0.25,kg,0.25
419,Chocolate con leche y galleta Jungly Nestle 125 g.,1.29,0.125,kg,0.125
420,Nachos clasicos Sensation Carrefour sin gluten 200 g.,0.99,0.2,kg,0.2
421,Pizza barbacoa Carrefour 400 g.,1.99,0.4,kg,0.4
422,Mermelada de melocoton categoria extra Carrefour 410 g.,0.99,0.411,kg,0.411
423,Galletas con pepitas de chocolate Oceanix Tosta Rica Cuetara 480 g.,3.55,0.48,kg,0.48
424,San Jacobos 360 g.,0.93,0.36,kg,0.36
425,Pistachos tostados y salados Carrefour 200 g.,2.41,0.2,kg,0.2
426,Pasas moscatel Carrefour 150 g.,0.92,0.15,kg,0.15
427,Aceite de oliva virgen extra intenso Coosur 1 l.,5.99,1.0,L,1.0
428,Leche desnatada brik 1 l.,0.6,1.0,L,1.0
429,Turron de chocolate en mini porciones Suchard 192 g.,4.89,0.192,kg,0.192
430,Batido de cacao Cacaolat sin gluten pack de 6 briks de 200 ml.,2.87,1.201,L,1.201
431,Bocados mediterraneo de HeÃ¼ra sin gluten 160 g.,3.79,0.16,kg,0.16
432,Petit de fresa Carrefour Kids pack de 6 unidades de 50 g.,0.55,0.301,kg,0.301
433,Tortillas de trigo integrales Mexifoods 8 ud.,1.83,0.32,kg,0.32
434,Patatas fritas sabor vinagreta Lay's 160 g.,1.61,0.16,kg,0.16
435,Patatas fritas gourmet sabor original Lay's 180 g.,2.28,0.18,kg,0.18
436,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2
437,Huevos M-L ecologicos Carrefour Bio 6 ud.,1.99,0.5,ud,0.5
438,Fabada asturiana Carrefour sin gluten 440 g.,0.99,0.44,kg,0.44
439,Garbanzos cocidos sin sal anadida ecologicos Carrefour Bio 400 g.,2.15,0.4,kg,0.4
440,Nata para montar liquida Carrefour 500 ml.,0.99,0.5,L,0.5
441,Risketos Risi sin gluten 120 g.,0.99,0.12,kg,0.12
442,Relleno para fajitas de pimientos. pollo y cebolla Carrefour 300 g.,1.35,0.3,kg,0.3
443,Galletas con chocolate y leche Dinosaurus Artiach 340 g.,2.99,0.34,kg,0.34
444,Chocolate con leche de los Alpes Milka 125 g.,0.88,0.125,kg,0.125
445,Vino blanco con crianza Pedro Ximenez para cocinar aromatizado con hierbas Carrefour 75 cl.,1.9,0.751,L,0.751
446,Pizza carbonara fina y crujiente forno di pietra Buitoni 300 g.,3.24,0.3,kg,0.3
447,Huevos M-L ecologicos Carrefour Bio 10 ud.,3.2,0.833,ud,0.833
448,Almendras tostadas sin sal anadida Carrefour 200 g.,2.65,0.2,kg,0.2
449,Tortilla de patata con cebolla 600 g,2.99,1.0,ud,1.0
450,Hummus con aceitunas kalamata Carrefour sin gluten 240 g.,1.1,0.24,kg,0.24
451,Yogur liquido de fresa sin azucar anadido Danone Danacol sin gluten pack de 14 unidades de 100 g.,6.99,1.401,kg,1.401
452,Batido de cacao Cacaolat sin gluten botella 1 l.,1.89,1.0,L,1.0
453,Tomate frito Solis sin gluten y sin lactosa pack de 6 briks de 350 g.,2.75,2.099,kg,2.099
454,Salteado verdura campestres Carrefour 600 g.,1.4,0.601,kg,0.601
455,Lote 53. Jamon iberico de cebo 50% raza iberica El Lujo pieza de 7.5 kg aprox + chorizo cular iberico El Lujo pieza de 275 g aprox + salchichon cular iberico El Lujo pieza de 275 g aprox + queso mezcla curado cuna de 300 g aprox,119.0,1.0,ud,1.0
456,Empanadillas de atun Carrefour 500 g.,1.5,0.5,kg,0.5
457,Salsa pesto alla genovese Barilla sin gluten tarro 190 g.,2.59,0.19,kg,0.19
458,Cafe molido mezcla express La Estrella pack de 2 unidades de 250 g.,3.09,0.5,kg,0.5
459,Patatas fritas gourmet sabor original Lay's 180 g.,2.28,0.18,kg,0.18
460,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2
461,Huevos M-L ecologicos Carrefour Bio 6 ud.,1.99,0.5,ud,0.5
462,Gelatina sabor frutos rojos Proteina Plus 0% materia grasa Carrefour sin gluten pack de 4 unidades de 100 g.,0.99,0.401,kg,0.401
463,Patatas fritas onduladas sabor jamon y queso Ruffles 160 g.,1.66,0.16,kg,0.16
464,Patatas fritas sabor jamon iberico gourmet Lay's 150 g.,2.29,0.15,kg,0.15
465,Nachos ecologicos Carrefour Bio 125 g.,0.99,0.125,kg,0.125
466,Harina de trigo reposteria Gallo 1 kg.,1.37,1.0,kg,1.0
467,Yogur L.Casei liquido con fresa Carrefour Classic' pack de 12 unidades de 100 g.,1.85,1.201,kg,1.201
468,Pimiento del piquillo entero Carrefour 225 g.,0.99,0.225,kg,0.225
469,Turron blando sin gluten 150 g.,1.37,0.15,kg,0.15
470,Alubia blanca categoria extra Luengo 1 kg.,2.95,1.0,kg,1.0
471,Corazones de alcachofa 8/10 Carrefour 240 g.,1.39,0.24,kg,0.24
472,Azucar moreno de cana integral Sidul 1 kg.,2.09,1.0,kg,1.0
473,Placas para lasana precocidas Carrefour 250 g.,0.95,0.25,kg,0.25
474,Leche condensada Carrefour 740 g.,1.37,0.741,kg,0.741
475,Cereales de arroz con chocolate Choco Krispies Kellogg's 450 g.,2.89,0.45,kg,0.45
476,Pasa sultana (sin semilla) Carrefour tarrina 300 g,1.99,0.3,kg,0.3
477,Espirales Carrefour 500 g.,0.7,0.5,kg,0.5
478,Yogur desnatado de fresa sin azucar anadido Danone Vitalinea pack de 4 unidades de 120 g.,1.49,0.481,kg,0.481
479,Petit de fresa y nata Danonino sin gluten pack de 6 unidades de 50 g.,1.19,0.3,kg,0.3
480,Cafe soluble descafeinado Carrefour 200 g.,2.4,0.2,kg,0.2
481,Rollitos primavera congelados Carrefour 225 g.,1.09,0.225,kg,0.225
482,Maiz dulce sin azucar anadido Carrefour 285 g.,0.53,0.285,kg,0.285
483,Yogur liquido de fresa Danone Danonino pack de 4 bolsitas de 70 g.,2.09,0.28,kg,0.28
484,Patatas fritas gourmet sabor original Lay's 180 g.,2.28,0.18,kg,0.18
485,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2
486,Huevos M-L ecologicos Carrefour Bio 6 ud.,1.99,0.5,ud,0.5
487,Alubia cocida sin sal anadida Carrefour 400 g.,0.6,0.4,kg,0.4
488,Yogur liquido con fresa y platano Danone Actimel Kids sin gluten pack de 14 unidades de 100 g.,5.99,1.4,kg,1.4
489,Yogur natural Danone pack de 4 unidades de 120 g.,1.19,0.5,kg,0.5
490,Chocolate blanco fondant 100 g.,0.57,0.1,kg,0.1
491,Leche semidesnatada Pascual sin lactosa brik 1 l.,1.15,1.0,L,1.0
492,Pasta mafalda corta Garofalo 500 g.,1.81,0.5,kg,0.5
493,Petit Nestle Nesquik sin gluten pack de 6 unidades de 60 g.,1.39,0.36,kg,0.36
494,Sticks sabor queso con ketchup Cheetos 96 g.,1.37,0.096,kg,0.096
495,Azucar moreno de cana integral en azucaritos Azucarera 300 g.,1.19,0.3,kg,0.3
496,Cafe molido natural crema e gusto Lavazza 250 g.,2.79,0.25,kg,0.25
497,Arroz tres delicias con marisco Carrefour 500 g.,1.31,0.5,kg,0.5
498,Cafe molido mezcla Carrefour 250 g.,1.25,0.25,kg,0.25
499,Aceite de oliva virgen extra arbequina Coosur 1 l.,5.99,1.0,L,1.0
500,Mayonesa Ybarra sin gluten y sin lactosa envase 400 ml.,1.36,0.4,L,0.4
501,Pizza 4 quesos Carrefour 340 g.,1.82,0.34,kg,0.34
502,Crema de verduras de la huerta Carrefour sin gluten 500 ml.,0.99,0.5,L,0.5
503,Cafe con leche en capsulas Nescafe Dolce Gusto sin gluten pack de 16 unidades de 10 g.,4.25,0.096,kg,0.096
504,Crema de calabacin con queso Carrefour sin gluten 500 ml.,0.99,0.5,L,0.5
505,Galletas rellenas de crema sabor chocolate pack de 3 unidades de 250 g.,1.15,0.752,kg,0.752
506,Petit de chocolate con leche Danone Danonino sin gluten pack de 6 unidades de 55 g.,1.39,0.33,kg,0.33
507,Tortitas de arroz integrales con chocolate Carrefour 130 g.,1.5,0.13,kg,0.13
508,Turron trufado de crema catalana Carrefour sin gluten 200 g.,2.35,0.2,kg,0.2
509,Calamares a la Romana Pescanova 400 g.,2.49,0.4,kg,0.4
510,Edulcorante ciclamatos y sacarina Carrefour 650 ud.,0.79,0.039,kg,0.389
511,Patatas fritas gourmet sabor original Lay's 180 g.,2.28,0.18,kg,0.18
512,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2
513,Huevos M-L ecologicos Carrefour Bio 6 ud.,1.99,0.5,ud,0.5
514,Cafe intenso en capsulas Carrefour compatible con Nespresso 30 unidades de 5.2 g.,5.09,0.156,kg,0.156
515,Leche desnatada Suprema Central Lechera Asturiana sin lactosa brik 1 l.,0.99,1.0,L,1.0
516,Yogur bifidus natural Danone Activia pack de 8 unidades de 120 g.,3.29,1.0,kg,1.0
517,Cafe molido natural Carrefour 500 g.,2.28,0.5,kg,0.5
518,Salsa de soja Heinz botella 150 ml.,1.69,0.15,L,0.15
519,Pizza de atun Ristorante Dr. Oetker 355 g.,3.48,0.355,kg,0.355
520,Harina de fuerza de trigo Gallo 1 kg.,1.5,1.0,kg,1.0
521,Yogur L.Casei liquido desnatado natural Danone Actimel pack de 14 unidades de 100 g.,5.99,1.4,kg,1.4
522,Galletas Creme TropicalGullon 1 kg.,3.39,1.0,kg,1.0
523,Lentejas cocidas sin sal anadida Carrefour 400 g.,0.7,0.4,kg,0.4
524,Fideo nÂº 2 Gallo 450 g.,1.29,0.449,kg,0.449
525,Patatas enteras sin sal anadida en tarro Carrefour 400 g.,1.2,0.4,kg,0.4
526,Aceite de oliva intenso 1Âº La Espanola 1 l.,4.89,1.0,L,1.0
527,Harina de trigo integral Carrefour 1 kg.,0.72,1.0,kg,1.0
528,Yogur liquido de fresa y platano Danone Danonino pack de 4 unidades de 100 g.,2.29,0.4,kg,0.4
529,Chocolate con leche extrafino Nestle sin gluten pack de 5 tabletas de 125 g.,4.27,0.625,kg,0.625
530,Cereales de maiz Corn Flakes Kellogg's 500 g.,2.75,0.5,kg,0.5
531,Macarrones rayados vegetales Carrefour 500 g.,0.69,0.5,kg,0.5
532,Sopa de ternera con estrellitas Gallina Blanca pack de 3 sobres de 73 g.,1.71,0.22,kg,0.22
533,Caldo casero de pescado Gallina Blanca sin gluten pack de 2 briks de 1 l.,3.35,2.006,L,2.006
534,Guisantes extrafinos Classic Carrefour 230 g.,0.62,0.23,kg,0.23
535,Nuez cascara Carrefour granel 500 g aprox,2.9,0.5,kg,0.5
536,Bebida de avena sin azucar Alpro Central Lechera Asturiana brik 1 l.,1.95,1.0,L,1.0
537,Patatas fritas gourmet sabor original Lay's 180 g.,2.28,0.18,kg,0.18
538,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2
539,Huevos M-L ecologicos Carrefour Bio 6 ud.,1.99,0.5,ud,0.5
540,Aceitunas verdes manzanilla sin hueso Jolca pack de 3 bolsas de 50 g. ,1.54,0.15,kg,0.15
541,Sopa de pollo con Maravilla Gallina Blanca pack de 3 sobres de 86 g.,1.71,0.26,kg,0.26
542,Pimienta negra molida Carrefour 45 g.,0.45,0.045,kg,0.045
543,Salsa Ligeresa envase 500 ml.,2.09,0.5,L,0.5
544,Galleta digestive sin azucares Zero Gullon 400 g.,2.05,0.4,kg,0.4
545,Ventresca de atun claro en aceite de oliva Carrefour 73 g.,2.15,0.073,kg,0.073
546,Cereales con chocolate Stylesse Carrefour 500 g.,1.99,0.5,kg,0.5
547,Chocolate a la taza listo para tomar Ram sin gluten brik 1 l.,1.99,1.0,L,1.0
548,Atun claro en escabeche Carrefour pack de 6 latas de 52 g.,3.39,0.312,kg,0.312
549,Lenteja pardina categoria extra De Nuestra Tierra 1 kg.,2.69,1.0,kg,1.0
550,Pizza barbacoa Ristorante Dr. Oetker 340 g.,3.48,0.34,kg,0.34
551,Bebida de almendras zero Almond Breeze sin gluten brik 1 l.,1.82,1.0,L,1.0
552,Caldo de hortalizas Carrefour sin gluten 1 l.,0.72,1.0,L,1.0
553,Arandanos Carrefour Classic 650 g.,3.81,0.65,kg,0.65
554,Aceite de oliva virgen Carbonell 1 l.,5.65,1.0,L,1.0
555,Melocoton en almibar ligero en mitades Carrefour pack de 3 unidades de 200 g.,1.8,0.345,kg,0.345
556,Tomate frito Helios sin gluten y sin lactosa pack de 2 tarros de 570 g.,1.99,1.137,kg,1.137
557,Atun claro en aceite de oliva virgen extra Albo pack de 6 latas de 54 g.,8.69,0.324,kg,0.324
558,Tortiglioni nÂº 83 Barilla 500 g.,1.69,0.5,kg,0.5
559,Aceite de oliva virgen Carrefour 1 l.,3.5,1.0,L,1.0
560,Leche desnatada President brik 1 l.,0.74,1.0,L,1.0
561,Sopa de ave con fideos Gallina Blanca pack de 3 sobres de 76 g.,1.56,0.228,kg,0.228
562,Crema de cacao y leche con avellanas Nocilla sin gluten y sin aceite de palma 360 g.,2.85,0.36,kg,0.36
563,Cafe intenso en capsulas Carrefour compatible con Nespresso 50 unidades de 5.2 g.,7.95,0.26,kg,0.26
564,Patatas fritas gourmet sabor original Lay's 180 g.,2.28,0.18,kg,0.18
565,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2
566,Huevos M-L ecologicos Carrefour Bio 6 ud.,1.99,0.5,ud,0.5
567,Leche desnatada Pascual sin lactosa brik 1 l.,1.15,1.0,L,1.0
568,Cafe molido natural Gran Aroma Marcilla 500 g.,5.29,0.5,kg,0.5
569,Yogur L.Casei liquido desnatado natural Danone Actimel pack de 6 unidades de 100 g.,3.09,0.6,kg,0.6
570,Bebida de arroz ecologica Carrefour Bio brik 1 l.,0.99,1.0,L,1.0
571,Huevos M camperos Quien es el Jefe 12 ud.,2.83,1.0,ud,1.0
572,Preparado de soja natural con coco Alpro sin gluten sin lactosa 500 g.,2.09,0.5,kg,0.5
573,Patatas fritas Ruffles sin gluten y sin lactosa 282 g.,2.15,0.282,kg,0.282
574,Patatas fritas sabor campesinas Lay's 250 g.,2.05,0.25,kg,0.25
575,Radiatori Garofalo 500 g.,1.81,0.5,kg,0.5
576,Leche desnatada con calcio Pascual brik 1 l.,1.44,1.0,L,1.0
577,Anchoas en aceite de oliva Consorcio 50 g.,2.25,0.029,kg,0.029
578,Sardinillas con tomate Carrefour pack de 2 unidades de 65 g.,0.99,0.13,kg,0.13
579,Cacao soluble instantaneo Nestle Nesquik sin gluten y sin lactosa 780 g.,3.99,0.779,kg,0.779
580,Caldo de pollo contenido reducido en sal Carrefour sin gluten 1 l.,0.72,1.0,L,1.0
581,Aceitunas verdes rellenas de anchoa bajas en sal Carrefour 150 g.,0.78,0.15,kg,0.15
582,Gazpacho Carrefour sin gluten 1 l.,1.18,1.0,L,1.0
583,Tomate concentrado Mutti 130 g.,1.73,0.13,kg,0.13
584,Aceitunas verdes rellenas de anchoa La Espanola sin gluten 150 g.,1.62,0.15,kg,0.15
585,Semillas de chia ecologicas Carrefour Bio 250 g.,1.99,0.25,kg,0.25
586,Fresas Carrefour Classic 650 g.,3.19,0.65,kg,0.65
587,Sazonador para fajitas suave Old El Paso 35 g.,1.23,0.035,kg,0.035
588,Tomate frito con aceite de oliva Solis pack de 2 tarros de 460 g.,2.75,0.92,kg,0.92
589,Patatas fritas gourmet sabor original Lay's 180 g.,2.28,0.18,kg,0.18
590,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2
591,Huevos M-L ecologicos Carrefour Bio 6 ud.,1.99,0.5,ud,0.5
592,Coctel frutos secos extra Carrefour tarrina 250 g,3.99,0.25,kg,0.25
593,Postre delicias de trufa Nestle La Lechera pack de 2 unidades de 125 g.,1.39,0.25,kg,0.25
594,Sopa de cebolla Knorr 50 g.,0.68,0.05,kg,0.05
595,Cereales integrales con chocolate Chocapic Nestle 375 g.,2.6,0.375,kg,0.375
596,Ravioli de ricotta y espinacas al huevo Carrefour 250 g.,1.45,0.25,kg,0.25
597,Kefir natural Carrefour Sensation 500 g.,1.3,0.5,kg,0.5
598,Tofu natural ecologico Carrefour Bio 400 g.,1.99,0.4,kg,0.4
599,Cebolla granulada Carrefour 30 g.,0.48,0.03,kg,0.03
600,Mostaza original Prima envase 330 g.,1.06,0.33,kg,0.33
601,Cafe molido mezcla Gran Aroma Marcilla 250 g.,2.79,0.25,kg,0.25
602,Aros de chocolate blanco Carrefour 150 g.,0.6,0.15,kg,0.15
603,Gelatina de sabores Carrefour pack de 6 unidades de 100 g.,0.69,0.6,kg,0.6
604,Mantequilla Doux 250 g.,1.44,0.25,kg,0.25
605,Chocolate negro 72% con pepitas de cacao tostadas caramelizadas Carrefour 100 g.,0.9,0.1,kg,0.1
606,Bebida de soja con calcio Carrefour sin gluten brik 1 l.,0.85,1.0,L,1.0
607,Pasta maravilla Gallo 450 g.,1.29,0.449,kg,0.449
608,Aperitivo sabor mantequilla Jumpers sin gluten 100 g.,1.06,0.1,kg,0.1
609,Galletas rellenas de crema de chocolate Maxi Choc Principe pack de 3 unidades de 250 g.,4.75,0.75,kg,0.75
610,Flan de clara de huevo Proteina Plus 0% materia grasa sin azucares anadidos Carrefour sin gluten pack de 2 unidades de 160 g.,1.39,0.32,kg,0.32
611,Galletas Maria dorada Marbu pack de 4 unidades de 250 g.,3.72,1.0,kg,1.0
612,Crema de cacao con avellanas Nutella sin gluten 900 g.,6.29,0.9,kg,0.9
613,Nata para cocinar Central Lechera Asturiana sin gluten sin lactosa 200 ml.,1.15,0.2,L,0.2
614,Crema de berenjenas asadas Mutabal Realfooding Shukran 200 g.,1.99,0.2,kg,0.2
615,Patatas fritas gourmet sabor original Lay's 180 g.,2.28,0.18,kg,0.18
616,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2
617,Huevos M-L ecologicos Carrefour Bio 6 ud.,1.99,0.5,ud,0.5
618,Yogur griego sabor fresa Danone Oikos sin gluten pack de 4 unidades de 110 g.,2.29,0.44,kg,0.44
619,Miel de flores Carrefour 1 kg.,4.3,1.0,kg,1.0
620,Barrita de barquillo cubierta de chocolate Huesitos Valor 12 ud.,1.99,0.24,kg,0.24
621,Patatas fritas sabor queso curado y pimienta negra Lay's Gourmet 150 g. ,2.28,0.15,kg,0.15
622,Galletas integrales Maria Carrefour 800 g.,0.99,0.798,kg,0.798
623,Levadura de panaderia Royal pack de 5 unidades de 5.5 g.,1.67,0.028,kg,0.028
