,producto,precio,cantidad,medida,cantidad_
3377,Desenredante capilar sin aclarado citrico y romero Soft Carrefour 200 ml.,2.09,0.201,L,2.01
3378,Discos desmaquillantes con aloe vera Carrefour 70 ud.,1.06,53.0,ud,53.0
3379,Espuma rizo marcado Giorgi 100 ml.,1.84,0.1,L,1.0
3380,Estuche Nike Sweet Blossom Woman: colonia 75 ml. colonia 30 ml. locion corporal 75 ml y gel de ducha 75 ml.,11.29,1.0,ud,1.0
3381,Acondicionador biotina y bambu Crecimiento con Fuerza Pantene Pro-V Miracles 200 ml.,4.19,0.2,L,2.005
3382,Pinza de depilar punta recta Beter 1 ud.,2.25,1.0,ud,1.0
3383,Cepillo de dientes de bateria suave para ninos 2+ anos Minions Colgate 1 ud.,7.35,1.0,ud,1.0
3384,Mascarilla capilar aceite de coco Carrefour Soft 300 ml.,2.09,0.299,L,2.986
3385,Gel corporal con aloe vera Carrefour Soft 300 ml.,2.89,0.301,L,3.01
3386,Estuche de belleza con peluche unicornio Martinelia Shimmer Paws Teddy 1 ud.,9.35,1.0,ud,1.0
3387,Leche corporal hidratante con extracto de avena Carrefour 400 ml.,1.86,0.404,L,4.043
3388,Champu 3 en 1 superalimento Pantene 675 ml.,7.25,0.647,L,6.473
3389,Preservativos invisible super fino y extra sensitivo Durex 12 ud.,13.85,12.043,ud,12.043
3390,Champu solido con aceite de almendra dulce para cabellos normales Carrefour Soft Green 75 g.,4.19,0.075,kg,0.75
3391,Tinte 7 rubio medio Intensive Color Cream Palette 1 ud.,3.92,1.0,ud,1.0
3392,Crema de noche hidratante nenufar blanco ecologico Nectar Of Bio Les Comestique50 ml.,2.99,0.05,L,0.5
3393,Agua de perfume fragancia mora Carrefour Soft 100 ml.,3.32,0.1,L,1.0
3394,Cepillo neumatico pequeno Ponette 1 ud.,1.06,1.0,ud,1.0
3395,Champu para barba + cabello + rostro BarberClub L'Oreal-Men Expert 200 ml.,7.59,0.25,L,2.497
3396,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,1.7,0.05,L,0.5
3397,Agua de peinado desenredante para cabello Frozen II Disney 400 ml ,3.59,0.399,L,3.989
3398,Gel de masaje y lubricante intimo 2 en 1 con excitante guarana estimulante Play Durex 200 ml.,12.05,0.2,L,2.002
3399,Mascarilla capilar para todo tipo de cabello Carrefour 500 ml.,2.39,0.498,L,4.979
3400,Crema facial de dia hidratante antiarrugas con aceite de semilla de uva y vitamina E Nivea 50 ml.,6.95,0.05,L,0.5
3401,Spray Termoprotector Super Liss Les Cosmetiques Kera Science 200 ml.,2.99,0.201,L,2.007
3402,Tinte 6 rubio oscuro Intensive Color Cream Palette 1 ud.,3.92,1.0,ud,1.0
3403,Balsamo labial reparador Carrefour 45 g.,1.71,1.0,ud,1.0
3404,LIPOSAN PROTECTOR ROSA,2.09,1.0,ud,1.0
3405,Gel de afeitar anti-irritaciones Sensitive Nivea Men 200 ml.,4.59,0.2,L,2.004
3406,Crema intensa antiencrespamiento sin aclarado Instant Frizz Control biotina + flor cactus + aceite argan Pantene Pro-V Miracles 75 ml.,8.15,0.075,L,0.75
3407,Champu anticaspa y acondicionador Classic 2 en 1 H&S 650 ml.,6.19,0.652,L,6.516
3408,Tinte Creme Gloss nÂº 515 Castano Chocolate L'Oreal Casting 1 ud.,5.79,1.0,ud,1.0
3409,Leche corporal hidratante para piel normal Dove 400 ml.,4.29,0.401,L,4.009
3410,Preservativos natural Durex 24 ud.,15.09,23.952,ud,23.952
3411,Champu solido Delicatesse de Avena para cabello delicado Original Remedies Garnier 60 g.,3.85,0.06,kg,0.6
3412,Mascarilla reparadora perfume de flor de tiare ecologico Nectar Of Bio Les Comestiques 200 ml.,2.99,0.201,L,2.007
3413,Desodorante en spray invisible Rexona 250 ml. ,3.09,0.249,L,2.492
3414,Piedra quitadurezas Soft Carrefour 1 ud.,1.56,1.0,ud,1.0
3415,Spray higiene oidos Ouchy 75 ml.,8.39,0.075,L,0.75
3416,Desechable Blue3 Piel Sensible Gillette 4 ud.,4.49,4.009,ud,4.009
3417,Crema corporal Aloe Vera pieles normales Carrefour 200 ml.,1.6,0.2,L,2.0
3418,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,1.7,0.05,L,0.5
3419,Desodorante talco para pies Eudermin 150 ml.,3.55,0.15,L,1.498
3420,Agua micelar flor de aciando ecologica 400 ml.,5.59,0.399,L,3.993
3421,Crema fijadora para protesis dentales Polident pack de 2 unidades de 40 g.,8.86,0.08,kg,0.8
3422,Aceite capilar protector de queratina Repara & Protege Pantene Pro-V 100 ml.,6.79,0.1,L,1.0
3423,Esmalte de unas 60 Seconds Super Shine nÂº 430 Coralicious Rimmel London 1 ud.,1.99,1.0,ud,1.0
3424,Lubricante original H2O Durex 50 ml.,9.75,0.05,L,0.5
3425,Tinte 7.0 Rubio Garnier Olia 1 ud.,5.9,1.0,ud,1.0
3426,Coloracion Permanente nÂº 6 Rubio Oscuro Garnier Color Sensation 1 ud.,3.3,1.0,ud,1.0
3427,T.CREME.GLOSS.CASTING.600,5.79,1.0,ud,1.0
3428,TIN.CASTA?O CASTING C.GLOS400,5.79,1.0,ud,1.0
3429,Crema depilatoria con aloe vera y manteca de karite piel sensible Carrefour Soft 200 ml.,2.75,0.201,L,2.007
3430,Crema depilatoria con aceite de semilla de albaricoque y manteca de karite para pieles normales Carrefour Soft ,2.65,0.201,L,2.008
3431,Recambio Sensor Excel Gillette 10 ud.,14.19,9.993,ud,9.993
3432,Compresas para perdidas de orina extra Ausonia Discreet 10 ud.,3.89,9.974,ud,9.974
3433,Crema de manos hidratante proteccion cuidado intensivo con camomila Atrix 250 ml.,3.65,0.25,L,2.5
3434,Acondicionador hidratante para pelo seco y apagado con colageno Vitalizing Science 400 ml.,2.89,0.401,L,4.014
3435,Champu anticaspa Suave & Sedoso H&S 650 ml.,6.19,0.652,L,6.516
3436,SPRAY FRUIT RHYTHM ADIDAS 75ML,8.99,0.075,L,0.75
3437,LECHE HIDRA.RIZO FRUCTIS.200ML,4.75,0.2,L,2.004
3438,Gel fijador efecto mojado Carrefour 250 ml.,1.38,0.251,L,2.509
3439,Estuche de colonia nÂº 43 150 ml. + regalo 30 ml. Caravan 1 ud.,10.39,1.0,ud,1.0
3440,Crema facial hidratante antiedad FP15 Hyaluron Nivea Men 50 ml.,13.25,0.05,L,0.5
3441,Gel lubricante extra sensitivo aloe vera naturals Durex 100 ml.,10.99,0.1,L,1.0
3442,Tinte creme nÂº 4 Castano L'Oreal Excellence 1 ud.,6.5,1.0,ud,1.0
3443,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,1.7,0.05,L,0.5
3444,Tinte permanente tono 8.1 rubio claro ceniza Excellence Creme L'Oreal Paris 1 ud.,6.5,1.0,ud,1.0
3445,Desodorante en spray Cotton Dry Algodon Rexona 250 ml.,3.09,0.249,L,2.492
3446,Cepillo dental UltraThin Oral-B 1 ud.,2.09,1.0,ud,1.0
3447,Mascarilla facial refrescante con aloe vera y vitamina E para piel normal y mixta Nivea 1 ud.,1.06,1.0,ud,1.0
3448,Exfoliante suave facial para todo tipo de pieles Carrefour Soft 75 ml.,5.25,0.075,L,0.75
3449,Compresas para perdidas de orina normal Ausonia Discreet 12 ud.,3.89,12.156,ud,12.156
3450,Protector labial sabor cereza Liposan 1 ud.,2.15,1.0,ud,1.0
3451,Compresas de incontinencia para hombre Absodys men Carrefour 20 ud.,7.25,20.139,ud,20.139
3452,Champu cabello rebelde Les Cosmetiques -Kera Science 400 ml.,1.7,0.405,L,4.048
3453,Estuche Don Algodon Hombre: colonia 100 ml. after shave 75 ml. gel de ducha 75 ml y desodorante 150 ml.,11.95,1.0,ud,1.0
3454,Champu anticaspa y acondicionador todo en uno Citrus Fresh para cabello graso H&S 540 ml.,6.65,0.541,L,5.407
3455,Esmalte de unas nail base & top coat 5 en 1 Rimmel 1 ud.,4.95,1.0,ud,1.0
3456,Banera de bano chocolate Noah 1 ud.,15.09,1.0,ud,1.0
3457,Tinte de cabello permanente sin amoniaco tono 10 negro Revlon Colorsilk 1 ud.,3.05,1.0,ud,1.0
3458,Tinte de cabello permanente sin amoniaco tono 30 castano oscuro Revlon Colorsilk 1 ud.,3.05,1.0,ud,1.0
3459,Lubricante calor Durex 50 ml.,9.75,0.05,L,0.5
3460,Crema facial de dia FP15 Q10plusC Anti-Arrugas + Energizante Nivea 50 ml.,9.83,0.05,L,0.5
3461,Maquinilla de afeitar Flex 3 Bic 6 ud.,4.95,5.964,ud,5.964
3462,Gel intima odor block Vagisil 250 ml.,6.55,0.25,L,2.5
3463,T.CREME.GLOSS.CASTING.500,5.79,1.0,ud,1.0
3464,Compresas ultrafinas con alas para la noche Carrefour 9 ud.,1.6,8.889,ud,8.889
3465,Tampones normal con aplicador suave Carrefour 20 ud.,2.4,20.0,ud,20.0
3466,Dentifrico con fluor de uso diario Blanqueante Diario Parodontax 75 ml.,4.75,0.075,L,0.75
3467,Crema para pies hidratante Carrefour Soft 125 ml.,1.55,0.125,L,1.25
3468,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,1.7,0.05,L,0.5
3469,Acondicionador Resplandor Absoluto para cabello tenido. con mechas Les Cosmetiques -Kera Science 400 ml.,1.7,0.405,L,4.048
3470,Estuche Zinnia Classic Woman: colonia 100 ml. locion corporal 100 ml y crema de manos 75 ml.,15.05,1.0,ud,1.0
3471,Maquinilla desechable 4 hojas Carrefour 3 ud.,2.65,3.011,ud,3.011
3472,Cortaunas de manicura con deposito corte curvo Beter 1 ud.,1.84,1.0,ud,1.0
3473,Tinte 6.1 rubio oscuro ceniza Intensive Color Cream Palette 1 ud.,3.92,1.0,ud,1.0
3474,Jabon de afeitar con sales de minerales La Toja 50 g.,1.88,0.05,kg,0.5
3475,Enjuague bucal proteccion dientes y encias sabor menta suave Listerine 500 ml.,5.18,0.498,L,4.981
3476,Desodorante en spray Cool Kick Nivea Men 250 ml.,3.49,0.249,L,2.493
3477,Peine Ponette 1 ud.,1.06,1.0,ud,1.0
3478,Gel de afeitado femenino pieles sensibles con aloe vera Satin Care Sensitive Gillette 200 ml.,4.99,0.2,L,2.004
3479,Aceite capilar reparacion con aceites de argan y jojoba ecologico Nectar Of Bio 50 ml.,3.99,0.05,L,0.5
3480,Recambios maquinilla ProGlide Gillette 8 ud.,33.6,8.0,ud,8.0
3481,Maquinilla Venus Smooth Sensitive Gillette + Recambio 1 ud.,5.09,1.0,ud,1.0
3482,Agua de colonia Gotas Frescas Instituto Espanol 250 ml.,4.85,0.25,L,2.5
3483,Agua de colonia nÂº 16 Amaderada oriental para hombre Caravan 150 ml.,9.7,0.15,L,1.499
3484,Gel de ducha al extracto de frambuesa Carrefour Kids 300 ml.,1.61,0.298,L,2.981
3485,Compresas para perdidas de orina maxi dia y noche Ausonia Discreet 12 ud.,6.15,12.059,ud,12.059
3486,Tinte 5.3 capuccino Garnier Olia 1 ud.,5.9,1.0,ud,1.0
3487,Corrector de ojeras. bolsas e imperfecciones para pieles claras tono 01 Light Borrador Maybelline 1 ud.,8.95,1.0,ud,1.0
3488,Tampones super con aplicador suave Carrefour 18 ud.,2.16,18.0,ud,18.0
3489,Cera de peinado Les Cosmetiques Kera Science 75 ml.,1.99,0.075,L,0.751
3490,Lima unas pequenas Fussy 10 ud.,1.48,1.0,ud,1.0
3491,Esponja desmaquilladora Fussy 1 ud.,1.44,1.0,ud,1.0
3492,Jabon de manos en pastilla de aceite de oliva 125 g.,1.06,0.125,kg,1.247
3493,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,1.7,0.05,L,0.5
3494,Tissues classic 3 capas Carrefour 110 ud.,1.21,121.0,ud,121.0
3495,3 Estropajos salvaunas Carrefour - Verde,0.65,2.955,ud,2.955
3496,Papel de aluminio Albal 30 metros.,3.15,31.5,m,31.5
3497,Papel higienico suave y grueso supreme confort Deco Carrefour 8 rollos,2.45,7.903,ud,7.903
3498,Papel higienico 3 capas ultra confort Carrefour 12 rollos. ,4.05,11.912,ud,11.912
3499,Lavavajillas a mano power clean Carrefour 1 l.,1.3,1.0,L,1.0
3500,Panuelos con locion suavizante Carrefour 200 ud. ,1.12,112.0,ud,112.0
3501,Limpiador desinfectante multiusos sin lejia Sanytol 750 ml.,2.89,0.751,L,0.751
3502,Vinagre de limpieza multiusos Carrefour 1 l.,0.91,1.0,L,1.0
3503,Fregasuelos aroma pino Essential Carrefour 1.5 l.,0.65,1.512,L,1.512
3504,Papel higienico Original Scottex 40 rollos.,12.29,39.645,ud,39.645
3505,Set de Servilletas2 capas de Celulosa CARREFOUR HOME Decorada 100pz - Blanca Decoradas,1.7,85.0,ud,85.0
3506,Detergente liquido Original Ariel 50 lavados.,11.0,1.0,ud,50.0
3507,Suavizante concentrado spa Carrefour 80 lavados.,1.77,1.0,ud,88.5
3508,Papel higienico Scottex 48 rollos.,14.69,47.387,ud,47.387
3509,Quitagrasas original recambio KH-7 750 ml.,2.69,0.749,L,0.749
3510,LEJIA HOGAR CARREFOUR 5LT,1.21,5.042,L,5.042
3511,Papel higienico compact doble rollo Carrefour 24 rollos.,7.2,24.0,ud,24.0
3512,Lejia con detergente limon Especial Cocinas Carrefour 2 l.,0.95,2.021,L,2.021
3513,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3514,Film transparente Carrefour 100 metros.,1.13,56.5,m,56.5
3515,Papel de cocina Adapt Colhogar 3 rollos.,1.99,3.015,ud,3.015
3516,Gel wc eucalipto Carrefour 1 l.,0.99,1.0,L,1.0
3517,Gel WC azul desincrustante Carrefour 1 l.,0.99,1.0,L,1.0
3518,Film transparente con sierra de corte Carrefour 60 metros.,0.95,47.5,m,47.5
3519,3 Estropajos con esponjaCarrefou- Verde,0.99,3.0,ud,3.0
3520,Papel higienico acolchado toque de seda Scottex 24 rollos.,12.29,24.098,ud,24.098
3521,Papel de cocina para todo Colhogar 1 rollo.,3.35,1.0,ud,1.0
3522,Servilletas3 capas de Celulosa CARREFOUR HOME 50 ud - Blanco,1.45,48.333,ud,48.333
3523,Lejia accion total Conejo 2 l.,1.9,2.0,L,2.0
3524,Limpiador de bano power gel Carrefour 1.5 l.,1.3,1.494,L,1.494
3525,Detergente liquido Nenuco Colon 60 lavados.,9.25,1.0,ud,61.667
3526,Suavizante concentrado peonia y granada Carrefour 80 lavados.,1.77,1.0,ud,88.5
3527,Detergente liquido bebe sin alergenos Norit 1125 ml.,3.99,1.124,L,1.124
3528,Agua de plancha desmineralizada Carrefour 5 l.,1.75,5.0,L,5.0
3529,Lejia lavadora accion total Neutrex Futura 1.8 l.,1.65,1.793,L,1.793
3530,Limpiacristales multiuso Carrefour 1 l.,0.99,1.0,L,1.0
3531,Papel higienico 2 capas Simpl Choice 12 rollos ,1.31,11.909,ud,11.909
3532,Detergente liquido Colonia Fresca Carrefour 40 lavados.,2.67,1.0,ud,38.143
3533,Lejia perfumada con detergente Frescor Marino Carrefour 5 l.,1.8,5.0,L,5.0
3534,Lavavajillas a maquina en pastillas classic Finish 57 ud.,6.4,1.0,ud,58.182
3535,Lavavajillas a mano ultra Original Fairy 780 ml.,2.39,0.781,L,0.781
3536,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3537,Sal para lavavajillas Carrefour 5 kg.,1.61,5.031,kg,5.031
3538,Quitagrasas desengrasa sin frotar Carrefour 750 ml.,1.3,0.751,L,0.751
3539,Suavizante concentrado azul original Flor 80 lavados.,2.95,1.0,ud,73.75
3540,Papel higienico humedo sensitive Carrefour 70 ud.,1.67,83.5,ud,83.5
3541,Lavavajillas a mano aroma aloe vera y pepino Fairy 650 ml.,2.79,0.65,L,0.65
3542,Abrillantador de lavavajillas Finish 800 ml.,6.85,0.8,L,0.8
3543,Fregasuelos con lejia y detergente limon Estrella 1.35 l.,1.5,1.351,L,1.351
3544,3 Bayetas Multiusos de MicrofibraCarrefour - Colores surtidos,2.09,2.986,ud,2.986
3545,Suavizante concentrado orquidea y vainilla Carrefour 80 lavados.,1.77,1.0,ud,88.5
3546,Abrillantador lavavajillas triple action Carrefour 1 l.,1.6,1.0,L,1.0
3547,Papel higienico ultra suave XXL Colhogar 24 rollos.,12.79,24.132,ud,24.132
3548,Desinfectante textil liquido sin lejia Sanytol 1.2 l.,5.99,1.2,L,1.2
3549,Gel para lavavajillas todo en uno Carrefour 32 lavados,2.59,1.0,ud,32.375
3550,Bolsas de congelacion grandes Carrefour 50 ud.,1.59,53.0,ud,53.0
3551,Suavizante concentrado frescor cielo azul Vernel 76 lavados.,3.39,1.0,ud,84.75
3552,Limpiador con lejia y detergente perfume eucalipto Carrefour 2 l.,0.76,2.0,L,2.0
3553,Lavavajillas maquina Quantum Max Finish 72 ud.,13.66,71.895,ud,71.895
3554,Papel de horno en rollo Carrefour 15 metros.,1.49,14.9,m,14.9
3555,6 Bayetas MultiusosCarrefour - Amarilla,1.4,6.087,ud,6.087
3556,Lavavajillas maquina aroma limon Todo en 1 en pastillas Carrefour 32 ud.,2.69,33.625,ud,33.625
3557,Limpiador de vitroceramica en crema Vitroclen 450 ml.,4.9,0.45,L,0.45
3558,Quitagrasas KH-7 750 ml.,3.1,0.751,L,0.751
3559,Set 3 Estropajos Salvaunas Antibacterias VILEDA Plus,2.59,2.008,ud,2.008
3560,Caja de panuelos Deco Carrefour 60 ud.,1.06,53.0,ud,53.0
3561,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3562,25 Bolsas de basura Maxi Rollo Antibacterias Handy Bag 30 Litros-Azul,4.49,24.944,ud,24.944
3563,Lavavajillas a mano power clean Carrefour Expert 500 ml.,0.79,0.5,L,0.5
3564,Papel aluminio Carrefour 30 metros.,1.45,29.0,m,29.0
3565,Papel de cocina ultra absorbente XXL Carrefour 4 r.,3.99,3.99,ud,3.99
3566,Colgador WC poder activo aroma limon Bref 2 ud.,2.76,0.1,kg,0.1
3567,Detergente liquido Alpine Ariel 50 lavados.,14.25,1.0,ud,50.893
3568,Limpiamaquinas Finish pack de 2 unidades de 250 ml.,6.29,0.5,L,0.5
3569,Lavavajillas a mano original Ultra Poder Fairy 1015 ml.,4.85,1.015,L,1.015
3570,Panuelos 3 capas Carrefour 15 ud.,0.91,15.167,ud,15.167
3571,Colgador WC blue activ floral Bref 2 ud.,2.59,1.0,kg,1.0
3572,Fregasuelos con lejia y detergente azul Estrella 1.35 l.,1.5,1.351,L,1.351
3573,Papel higienico Confort Fresh Carrefour 12 rollos.,2.69,12.227,ud,12.227
3574,Lavavajillas a mano pieles sensibles aloe vera y jojoba Carrefour Essential 750 ml.,1.16,0.748,L,0.748
3575,Limpiador desinfectante banos poder antical sin lejia Sanytol 750 ml.,2.89,0.751,L,0.751
3576,3 Estropajos Inox Carrefour - Metalizado,0.7,3.043,ud,3.043
3577,Suavizante concentrado caricias Mimosin 78 lavados.,3.79,1.0,ud,75.8
3578,Toallitas anti transferencia del color Carrefour 20 ud.,1.95,24.375,ud,24.375
3579,Abrillantador para lavavajillas + secado extra Somat 500 ml.,2.39,0.5,L,0.5
3580,Agua de plancha desmineralizada Carrefour 2 l.,0.75,2.027,L,2.027
3581,Limpiador antical clasico Viakal 700 ml.,3.15,0.7,L,0.7
3582,Papel de cocina mega 3 Foxy 2 rollos.,2.59,2.008,ud,2.008
3583,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3584,Quitamanchas prelavado liquido KH-7 750 ml.,3.59,0.749,L,0.749
3585,Papel higienico 2 capas Simpl Choice 24 rollos ,2.59,23.545,ud,23.545
3586,Papel de cocina Jumbo Scottex 1 rollo.,3.19,1.0,ud,1.0
3587,Quitamanchas en spray sin manchas KH-7 750 ml.,4.09,0.75,L,0.75
3588,Gel desatascador tuberias Expert Carrefour 1 l.,1.75,1.0,L,1.0
3589,Amoniaco perfumado con detergente Carrefour 1.5 l.,0.85,1.491,L,1.491
3590,Detergente liquido Compact Ariel 66 lavados,14.3,1.0,ud,65.0
3591,Fregasuelos multisuperficies universal con bioalcohol Tenn 1.3 l.,2.58,1.303,L,1.303
3592,2 Estropajos con esponjaCarrefour - Azul,0.57,2.036,ud,2.036
3593,Sal para lavavajillas Finish 4 kg.,6.65,4.006,kg,4.006
3594,Lejia efecto antirrotura Carrefour 2 l.,0.8,2.0,L,2.0
3595,Limpiador para lavavajillas 2en1 desengrasante Carrefour 250 ml.,1.7,0.25,L,0.25
3596,Lavavajillas maquina Todo en 1 aroma limon en pastillas Finish 86 ud.,14.19,88.688,ud,88.688
3597,9 Bayetas Multiusos- Colores surtidos,1.3,9.286,ud,9.286
3598,Film transparente Albal 50 metros.,2.69,53.8,m,53.8
3599,Panuelos compact resistente a la lavadora Colhogar 24 ud.,2.59,23.545,ud,23.545
3600,Panuelos Original Kleenex 12 ud.,1.7,12.143,ud,12.143
3601,Limpiacristales en pistola cristalino Cristasol 750 ml,2.15,0.749,L,0.749
3602,Suavizante concentrado Nenuco Flor 72 lavados.,3.99,1.0,ud,66.5
3603,Limpiahogar Cif 750 ml.,2.49,0.75,L,0.75
3604,Papel higienico humedo Fresh Jumbo Scottex 74 ud.,2.99,74.75,ud,74.75
3605,Panuelo mentol Carrefour 10 ud.,0.99,9.9,ud,9.9
3606,Papel de cocina XXL Carrefour 2 rollos.,2.19,2.009,ud,2.009
3607,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3608,Limpiador de suciedad y manchas de humedad Cillit Bang 750 ml.,4.69,0.75,L,0.75
3609,Fregasuelos con lejia y detergente limon Estrella 2.7 l.,2.93,2.688,L,2.688
3610,Suavizante concentrado de lirio irresistible Aromaterapia Vernel 76 lavados.,3.39,1.0,ud,84.75
3611,Limpiacristales en pistola Carrefour 1 l. ,0.82,1.0,L,1.0
3612,Limpiador desinfectante multiusos frescor Lysol 500 ml.,2.15,0.5,L,0.5
3613,Fregona Sintetica - Amarilla,0.7,1.0,ud,1.0
3614,Limpiamuebles embellece classic Pronto 300 ml.,2.87,0.3,L,0.3
3615,Papel de cocina tornado azul 3 capas Foxy 1 rollo.,4.55,1.0,ud,1.0
3616,Lavavajillas maquina Todo en 1 aroma naranja en capsulas Fairy 60 ud.,8.89,1.0,ud,59.267
3617,Panuelos Family Kleenex 128 ud.,1.99,99.5,ud,99.5
3618,Colgador WC poder activo pine forestBref 3 ud.,3.48,0.15,kg,0.15
3619,Quitamanchas ropa de color en gel Carrefour 2 l.,1.6,2.0,L,2.0
3620,Lejia + espuma limpiadora extra power marine Pato 750 ml.,2.49,0.754,L,7.545
3621,Fregona Trenzada CARREFOUR - Bicolor,1.8,1.0,ud,1.0
3622,Suavizante concentrado colonia Carrefour 80 lavados.,1.77,1.0,ud,88.5
3623,Papel higienico acolchado Scottex 9 rollos.,4.59,9.0,ud,9.0
3624,Papel higienico Megarollo Scottex 24 rollos.,14.69,24.082,ud,24.082
3625,PAPEL COC.MAXIROLL CRF 6 ROLLO,3.53,5.983,ud,5.983
3626,Limpiador desinfectante cocina limon sin lejia Sanytol 750 ml.,2.89,0.751,L,0.751
3627,Papel aluminio Carrefour 50 metros,2.39,47.8,m,47.8
3628,Papel higienico 5 capas Carrefour 6 rollos.,2.89,6.021,ud,6.021
3629,Limpiador jabonoso para muebles y suelos de madera Carrefour Expert 1 l.,1.4,1.0,L,1.0
3630,Lejia hogar densa Carrefour 2 l.,0.87,2.023,L,2.023
3631,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3632,Bolsa de Basura sin Autocierre CARREFOUR 30 l 40 ud - Negro,1.4,46.667,ud,46.667
3633,Colgador WC con lejia aroma limon verde Carrefour 2 ud.,1.3,0.08,kg,0.08
3634,Suavizante concentrado lavanda Carrefour 80 lavados.,1.77,1.0,ud,88.5
3635,Papel higienico megarollo Scottex 36 rollos.,19.99,35.696,ud,35.696
3636,Bolsas de congelacion grandes Carrefour 15 ud.,1.24,15.5,ud,15.5
3637,Detergente liquido prendas delicadas Norit 1125 ml.,3.69,1.125,L,1.125
3638,Lavavajillas a mano ultra concentrado power clean Expert Carrefour 1.3 l.,1.73,1.301,L,1.301
3639,Desodorizante cisterna en pastilla agua Azul Carrefour 2 ud.,0.66,0.1,kg,0.1
3640,Detergente en capsulas Todo en Uno Pods Ariel 37 lavados.,9.25,1.0,ud,37.0
3641,Papel higienico 3 capas suaves acolchado Scottex 32 rollos.,14.69,31.935,ud,31.935
3642,Lavavajillas maquina aroma limon en pastillas Carrefour 50 ud.,2.99,49.833,ud,49.833
3643,Toallitas para wc frescor fresco Carrefour 40 ud.,0.99,49.5,ud,49.5
3644,Papel de cocina ultra fuerte Scottex 2 rollos.,2.19,2.009,ud,2.009
3645,Gel WC 4en1 aroma fresco con lejia SaniCentro 1 l.,1.7,1.0,L,1.0
3646,Fregona de Tiras de Microfibra Poliester VILEDA Super,2.99,1.0,ud,1.0
3647,Lavavajillas a mano Ultra Poder Fairy 800 ml.,3.95,0.8,L,0.8
3648,Toallitas desinfectantes multiusos sin lejia Sanytol 30 ud.,2.15,30.714,ud,30.714
3649,Limpiador de banos desinfectante manzana-hierbabuena sin lejia KH-7 750 ml.,2.95,0.751,L,0.751
3650,Lavavajillas maquina Todo en 1 en pastillas ecologico Frosch 30 ud.,5.79,30.474,ud,30.474
3651,Paquete 500 Hojas 80 gr DIN A4,3.0,1.0,ud,1.0
3652,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3653,Lavavajillas a mano para pieles sensibles ecologico Carrefour Eco Planet 500 ml.,0.99,0.5,L,0.5
3654,Papel higienico triple rollo de 2 capas Carrefour 4 rollos.,2.25,4.018,ud,4.018
3655,10 Bolsas de basura Bano Perfumadas Handy Bag 10 Litros - Blancas,1.99,15.308,ud,15.308
3656,Friegasuelos limon Carrefour Essential 1.5 l.,0.7,1.489,L,1.489
3657,Quitamanchas spray Oxy Effect KH-7 750 ml.,3.89,0.75,L,0.75
3658,Limpiador antical Carrefour Expert 750 ml.,1.51,0.751,L,0.751
3659,Suavizante concentrado Original Flor 125 lavados.,4.43,1.0,ud,110.75
3660,Alcohol perfumado 96% en spray para limpieza de superficies y objetos Expert Carrefour 400 ml.,1.8,0.4,L,4.0
3661,Limpia limon Don Limpio 1.5 l.,2.59,1.497,L,1.497
3662,Agua fuerte Salfumant Carrefour 1 l.,0.75,1.0,L,1.0
3663,Quitamanchas textil spray Oxi Power Carrefour 500 ml.,1.33,0.5,L,0.5
3664,Detergente en polvo Elena 80 cacitos.,8.75,1.0,ud,79.545
3665,Lejia Densa Hogar Carrefour 5 l.,1.95,5.0,L,5.0
3666,Detergente liquido aloe vera y flores de almendra dulce Carrefour 40 lavados.,3.31,1.0,ud,41.375
3667,Detergente liquido ropa oscura Diario Norit 40 lavados.,6.39,1.0,ud,39.938
3668,Limpiacristales Cristasol 1.25 l.,2.17,1.247,L,1.247
3669,Lavavajillas a mano frescor de limon 3 l.,1.93,3.016,L,3.016
3670,Limpiacristales cristalino recambio Cristasol 750 ml.,1.99,0.751,L,0.751
3671,Limpiador cocina y bano power con lejia Carrefour 1.5 l. ,1.29,1.5,L,1.5
3672,Limpiador de bano desinfectante frescor marino Lysol 500 ml.,2.15,0.5,L,0.5
3673,Suavizante concentrado azul Sublim 80 lavados.,1.75,1.0,ud,87.5
3674,Suavizante concentrado azul Flor 72 lavados.,3.99,1.0,ud,66.5
3675,Detergente en capsulas marsellas y flores de naranjo Carrefour 30 ud.,5.15,1.0,ud,30.294
3676,Lejia lavadora perfumada frescor verde accion total Neutrex 1.8 l.,1.65,1.793,L,1.793
3677,Detergente liquido azul Wipp Express 50 lavados.,12.35,1.0,ud,49.4
