,precio,precio_rel,producto,link,Q,precio_medida,medida,precio_medida2,precio_medida1,Q_medida
4225,2.75,2.75 /ud,Plumero y 5 recambios desechablesRozenbal- Azul,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 5 recambios desechablesRozenbal- Azul,2.75 ,ud,,2.75 ,
4226,3.45,3.45 /ud,Ambientador de coche aroma limpio 2 en 1 Cristalinas 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 2 en 1 Cristalinas 1 ud.,3.45 ,ud,,3.45 ,
4227,0.8,800 /ud,Velon Liturgico 150x57 mm - Rojo,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768,,800 ,ud,,800 ,
4228,4.85,4.85 /ud,Ambientador electrico 3Volution Delicadas Flores Rosas recambio Ambipur 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 1 ud.,4.85 ,ud,,4.85 ,
4229,1.08,0.03 /ud,Pastillas limpiadoras multiusos Expert Carrefour 40 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 40 ud.,0.03 ,ud,,0.03 ,
4230,2.2,2.20 /ud,Cepillo Lavar con Asa VIGAR - Azul,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768,,2.20 ,ud,,2.20 ,
4231,11.29,4.52 /kg,Detergente lavavajillas en polvo Finish Classic 2.5 kg.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768,,4.52 ,kg,,4.52 ,
4232,2.35,2.35 /ud,Tinte para la ropa negro 40ºC Iberia 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 1 ud.,2.35 ,ud,,2.35 ,
4233,15.29,0.36 /lavado,Detergente en capsulas Lenor Unstoppables Ariel 43 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 43 ud.,0.36 ,lavado,,0.36 ,
4234,3.79,12.63 /l,Limpiahogar multiusos aroma limon Pronto 300 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 300 ml.,12.63 ,l,,1,
4235,4.99,12.47 /100ml,Ambientador de varillas bebe y colonia Cristalinas 40 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 40 ml.,12.47 ,100ml,,1,
4236,17.55,0.27 /ud,Lavavajillas maquina Todo en 1 limon Max Finish 65 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 1 limon Max Finish 65 ud.,0.27 ,ud,,0.27 ,
4237,6.1,20.33 /l,Perfume para la ropa glamour Flor ElixirDeluxe 300 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 300 ml.,20.33 ,l,,1,
4238,6.95,0.30 /lavado,Detergente en capsulas Trio Caps Aromaterapia Esenciales Dixan 23 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 23 lavados.,0.30 ,lavado,,0.30 ,
4239,3.15,12.60 /l,Limpia plata protector Tarni Shield 250 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 250 ml.,12.60 ,l,,1,
4240,1.59,1.59 /ud,Cepillo Lavavajillas Redondo Carrefour - Verde,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768,,1.59 ,ud,,1.59 ,
4241,6.35,0.63 /ud,10 Bolsas de basura Handy Bag Especial Jardin 100 Litros - Verde,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 100 Litros - Verde,0.63 ,ud,,0.63 ,
4242,3.49,3.49 /ud,Fregona de Microfibras Recicladas SPONTEX,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768,,3.49 ,ud,,3.49 ,
4243,10.29,0.32 /lavado,Detergente en capsulas higiene Colon 32 lavados ,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 32 lavados ,0.32 ,lavado,,0.32 ,
4244,4.15,0.07 /lavado,Suavizante concentrado azul Revive Flor 60 lavados. ,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 60 lavados. ,0.07 ,lavado,,0.07 ,
4245,1.6,0.80 /ud,Colgador antipolillas ropa limpia Carrefour 2 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 2 ud.,0.80 ,ud,,0.80 ,
4246,8.94,0.18 /lavado,Gel para lavavajillas limon Excellence Duo Gel Somat 50 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 50 lavados.,0.18 ,lavado,,0.18 ,
4247,1.33,1.33 /ud,Ambientador electrico ropa limpia recambio Essential Carrefour 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 1 ud.,1.33 ,ud,,1.33 ,
4248,3.99,0.06 /lavado,Suavizante concentrado azul Flor 72 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=768, 72 lavados.,0.06 ,lavado,,0.06 ,
4249,6.95,2.32 /ud,Antihumedad neutro recambio Humydry 3 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 3 ud.,2.32 ,ud,,2.32 ,
4250,2.99,29.90 /kg,Limpiador de metales Algodon Magico Stark 100 g.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 100 g.,29.90 ,kg,,1,
4251,15.09,0.30 /lavado,Detergente liquido Actilift Color y Style Ariel 50 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 50 lavados.,0.30 ,lavado,,0.30 ,
4252,12.75,0.18 /lavado,Detergente en polvo Total 3 +1 Dixan 70 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 3 +1 Dixan 70 lavados.,0.18 ,lavado,,0.18 ,
4253,0.7,0.70 /ud,Vaso de Pinta Midi 36 cl HOME STYLE - Transparente,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 36 cl HOME STYLE - Transparente,0.70 ,ud,,0.70 ,
4254,18.49,0.39 /ud,Lavavajillas a maquina en pastillas Quantum Ultimate Finish Powerball 48 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 48 ud.,0.39 ,ud,,0.39 ,
4255,1.23,0.82 /l,Limpiahogar multisuperficies perfume limon Carrefour 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792,,0.82 ,l,,0.82 ,
4256,2.49,0.12 /ud,Set 20 Pinzas de Ropa Bimaterial de Plastico CARREFOUR HOME,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 20 Pinzas de Ropa Bimaterial de Plastico CARREFOUR HOME,0.12 ,ud,,0.12 ,
4257,2.49,3.32 /l,Limpiacristales con brillo protector Luminia 750 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 750 ml.,3.32 ,l,,3.32 ,
4258,2.09,2.09 /ud,Desatascador CARREFOUR,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792,,2.09 ,ud,,2.09 ,
4259,1.5,1.50 /ud,Guante Reforzado de Latex CARREFOURP 2 ud - Bicolor,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 2 ud - Bicolor,1.50 ,ud,,1.50 ,
4260,1.65,1.65 /ud,Ambientador para coche bebe Carrefour 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 1 ud.,1.65 ,ud,,1.65 ,
4261,3.09,3.09 /ud,Limpiagafas spray anti vaho Lace 17 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 17 ml.,3.09 ,ud,,3.09 ,
4262,1.82,1.82 /ud,Colgador WC aroma pino liquido aparato + recambio Carrefour 2 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 2 ud.,1.82 ,ud,,1.82 ,
4263,0.99,0.99 /ud,Cepillo de Unas Doble Cara CARREFOUR,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792,,0.99 ,ud,,0.99 ,
4264,3.45,4.60 /l,Insecticida hogar perfume limon Casa Jardin 750 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 750 ml.,4.60 ,l,,4.60 ,
4265,3.25,3.25 /ud,Fregona de tiras BALLERINA- Amarilla,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792,,3.25 ,ud,,3.25 ,
4266,3.99,9.97 /100ml,Ambientador varillas melon The fruit company 40 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 40 ml.,9.97 ,100ml,,9.97 ,
4267,3.15,3.15 /ud,Ambientador electrico Campos de Lavanda recambio Ambipur 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 1 ud.,3.15 ,ud,,3.15 ,
4268,1.57,12.56 /l,Ambientador concentrado Deluxe Foresan 125 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 125 ml.,12.56 ,l,,1,
4269,4.18,4.18 /ud,Ambientador automatic delicias de verano recambio Air Wick Fresh Matic 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 1 ud.,4.18 ,ud,,4.18 ,
4270,9.99,9.99 /ud,Fregona Microfibra VILEDA Turbo Refill 2 en 1,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 2 en 1,9.99 ,ud,,9.99 ,
4271,9.99,9.99 /ud,Ambientador con difusor aceites esenciales con aroma a explosion citrica energizante Essential Mist aparato y recambio Air Wick 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 1 ud.,9.99 ,ud,,9.99 ,
4272,2.35,0.09 /lavado,Detergente liquido 27 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 27 lavados.,0.09 ,lavado,,0.09 ,
4273,3.99,0.06 /lavado,Suavizante concentrado azul Flor 72 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=792, 72 lavados.,0.06 ,lavado,,0.06 ,
4274,7.25,3.62 /ud,Ambientador electrico Nenuco Pack recambio Air Wick 2 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 2 ud.,3.62 ,ud,,3.62 ,
4275,2.79,0.19 /ud,Bolsa Basura Resistente HANDY BAG Devora Olor 30 l - Verde,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 30 l - Verde,0.19 ,ud,,0.19 ,
4276,4.09,13.63 /l,Limpiamuebles embellece cuidado de madera lavanda Pronto 300 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 300 ml.,13.63 ,l,,1,
4277,3.69,3.69 /ud,Palo para Fregona de Acero VILEDA - Rojo,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816,,3.69 ,ud,,3.69 ,
4278,10.65,10.65 /ud,Set de Mopa con Palo Carrefour,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816,,10.65 ,ud,,1,
4279,3.15,3.15 /ud,Ambientador electrico Jabon Natural recambio Ambipur 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 1 ud.,3.15 ,ud,,3.15 ,
4280,3.99,3990 /ud,Mantel rollo de Papel NAVIDEÑO 4 mx1.20 m - Rojo,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 4 mx1.20 m - Rojo,3990 ,ud,,3990 ,
4281,4.99,1.25 /ud,Pilas Alcalinas AA Duracell Plus. paquete de 4,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816,,1.25 ,ud,,1.25 ,
4282,4.99,1.25 /ud,Pilas Alcalinas AAA Duracell Plus. paquete de 4,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816,,1.25 ,ud,,1.25 ,
4283,3.7,0.37 /ud,Bolsa de Basura 100 % Reciclado RELEVO 100 l 10 ud - Verde,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 100 % Reciclado RELEVO 100 l 10 ud - Verde,0.37 ,ud,,0.37 ,
4284,3.45,3.45 /ud,Fregona Microfibra VILEDA Eco,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816,,3.45 ,ud,,3.45 ,
4285,4.99,4.99 /ud,Ambientador electrico nenuco aparato+recambio Essential Oils Air Wick 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 1 ud.,4.99 ,ud,,4.99 ,
4286,5.55,5.55 /ud,Ambientador lavanda Essential Mist recambio Air Wick 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 1 ud.,5.55 ,ud,,5.55 ,
4287,9.59,0.32 /lavado,Detergente en capsulas coladas mixtas Micolor 30 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 30 lavados.,0.32 ,lavado,,0.32 ,
4288,16.89,0.39 /ud,Detergente en capsulas defensa activa contra el olor Todo en Uno Pods Ariel 43 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 43 lavados.,0.39 ,ud,,0.39 ,
4289,0.95,19 /l,Crema liquida autobrillante negro Carrefour 50 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 50 ml.,19 ,l,,19 ,
4290,1.79,0.60 /ud,Set de 3 Bayetas MicrofibraPequenas ROZENBAL 32x32 cm - Surtido,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 3 Bayetas MicrofibraPequenas ROZENBAL 32x32 cm - Surtido,0.60 ,ud,,0.60 ,
4291,5.29,5.29 /ud,Ambientador un toque Marine recambio Glade by brise 2 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 2 ud.,5.29 ,ud,,5.29 ,
4292,3.2,21.33 /l,Quitamanchas accidentales aplicador nodulos Cebralin 150 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 150 ml.,21.33 ,l,,1,
4293,4.69,0.13 /lavado,Detergente liquido expert octimal clean Carrefour 36 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 36 lavados.,0.13 ,lavado,,0.13 ,
4294,2.59,51.80 /kg,Desodorizante cisterna en pastilla agua Azul Pato 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 1 ud.,51.80 ,kg,,1,
4295,17.65,0.37 /ud,Lavavajillas a maquina en pastillas limon Quantum Ultimate Finish Powerball 48 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 48 ud.,0.37 ,ud,,0.37 ,
4296,1.93,1.93 /ud,Ambientador mini spray ropa limpia aparato y recambio Essential Carrefour 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 1 ud.,1.93 ,ud,,1.93 ,
4297,13.69,0.27 /lavado,Detergente en polvo azul Wipp Express 50 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 50 lavados.,0.27 ,lavado,,0.27 ,
4298,3.99,0.06 /lavado,Suavizante concentrado azul Flor 72 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=816, 72 lavados.,0.06 ,lavado,,0.06 ,
4299,4.99,6.65 /l,Impregnador mopas limpiador atrapapolvo terrazo Alex 750 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 750 ml.,6.65 ,l,,6.65 ,
4300,3.45,3.45 /ud,Ambientador de coche brisa marina 2 en 1 Cristalinas 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 2 en 1 Cristalinas 1 ud.,3.45 ,ud,,3.45 ,
4301,1.64,1.64 /ud,Vela perfumada delicadezza Carrefour Essential 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 1 ud.,1.64 ,ud,,1.64 ,
4302,6.99,1398 /kg,Pegamento Loctite con Pince Super Glue-35 gr,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840,,1398 ,kg,,1398 ,
4303,1.43,0.95 /l,Limpiahogar multisuperficies lavanda Carrefour 1.5 l. ,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840,,0.95 ,l,,0.95 ,
4304,4.49,4.49 /ud,Ambientador electrico orquidea y vainilla recambio Air Wick 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 1 ud.,4.49 ,ud,,4.49 ,
4305,3.39,1.13 /ud,BAYETA SPONTEX N.3,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840,,1.13 ,ud,,1.13 ,
4306,14.69,0.82 /ud,Papel Higienico Gigante Scottex 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 18 rollos.,0.82 ,ud,,0.82 ,
4307,4.5,0.56 /kg,Lena Chimenea 8Kg,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840,,0.56 ,kg,,0.56 ,
4308,4.55,19.28 /l,Ambientado en spray vetiver caribeno y sandalo Botanica de Air Wick 236 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 236 ml.,19.28 ,l,,1,
4309,3.99,3.99 /ud,Recambio para Mopa Abrillantadora de Microfibra CARREFOUR 2x17.5x44 cm - Verde,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840,,3.99 ,ud,,3.99 ,
4310,1.85,0.92 /ud,Estropajo con Esponja Vegetal RONZENBAL 2 ud - Marron,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 2 ud - Marron,0.92 ,ud,,0.92 ,
4311,5.29,2.64 /ud,Ambientador Bali Sandalwood y Jasmine recambio Glade by brise 2 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 2 ud.,2.64 ,ud,,2.64 ,
4312,4.79,0.96 /ud,Recambio para sistema atrapa-polvo Pronto 5 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 5 ud.,0.96 ,ud,,0.96 ,
4313,1.75,0.58 /ud,Set de 3 Botes Rectangulares de Plastico CRF HOME Carrefour 0.9 L. - Transparente,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 3 Botes Rectangulares de Plastico CRF HOME Carrefour 0.9 L. - Transparente,0.58 ,ud,,0.58 ,
4314,3.09,7.72 /l,Limpiadormuebles spray Ocedar 400 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 400 ml.,7.72 ,l,,7.72 ,
4315,2.95,0.49 /ud,Trampa mata cucarachas Carrefour pack de 6 unidades de 2.5 g.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 6 unidades de 2.5 g.,0.49 ,ud,,0.49 ,
4316,0.75,0.01 /ud,Capsula Magdalena N8 - Blanco,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840,,0.01 ,ud,,0.01 ,
4317,3.15,15.75 /l,Blanqueador de juntas de azulejos Baldosinin 200 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 200 ml.,15.75 ,l,,1,
4318,7.49,7.49 /ud,Plumero Avestruz VIGAR - Bicolor,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840,,7.49 ,ud,,7.49 ,
4319,6.75,0.17 /lavado,Detergente en pastillas Carrefour 80 uds. 40 lavados,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 80 uds. 40 lavados,0.17 ,lavado,,0.17 ,
4320,6.65,0.07 /lavado,Detergente liquido Marsella Flota 90 lavados,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 90 lavados,0.07 ,lavado,,0.07 ,
4321,2.59,0.09 /ud,Toallitas limpieza vitroceramica Carrefour 30 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 30 ud.,0.09 ,ud,,0.09 ,
4322,5.69,0.19 /lavado,Detergente en capsulas verde Expert Carrefour 30 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 30 ud.,0.19 ,lavado,,0.19 ,
4323,3.99,0.06 /lavado,Suavizante concentrado azul Flor 72 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=840, 72 lavados.,0.06 ,lavado,,0.06 ,
4324,0.9,0.90 /ud,Bayeta especial de MicrofibraCarrefour - Azul,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864,,0.90 ,ud,,0.90 ,
4325,5.49,0.69 /ud,Set 8 Perchas de Madera CARREFOUR HOME - Natural,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 8 Perchas de Madera CARREFOUR HOME - Natural,0.69 ,ud,,0.69 ,
4326,5.5,0.05 /ud,Plato Carton NUPIK Naturgo 18 cm 100 ud - Blanco,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 18 cm 100 ud - Blanco,0.05 ,ud,,0.05 ,
4327,2.19,73 /l,Ambientador de varillas vainilla Aura 30 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 30 ml.,73 ,l,,73 ,
4328,2.95,0.30 /ud,Plumero atrapapolvo Carrefour 10 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 10 ud.,0.30 ,ud,,0.30 ,
4329,4.9,4.90 /ud,Ambientador automatico freshmatic pure flores de cerezo de Asia recambio Air Wick 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 1 ud.,4.90 ,ud,,4.90 ,
4330,2.09,2.09 /l,Cera para terrazo y baldosa Carrefour 1 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 1 l.,2.09 ,l,,2.09 ,
4331,1.06,0.53 /ud,Plantillas desodorante de Carbon Activado 1 par.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 1 par.,0.53 ,ud,,0.53 ,
4332,2.29,2.29 /ud,Ambientador electrico 3Volution solo aparato Ambipur 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 1 ud.,2.29 ,ud,,2.29 ,
4333,1.92,0.10 /m,Papel aluminio reforzado Carrefour 20 metros.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 20 metros.,0.10 ,m,,0.10 ,
4334,2.65,2.65 /ud,Escoba para Exterior Carrefour ,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864,,2.65 ,ud,,2.65 ,
4335,14.55,14.55 /ud,Mopa + 11 recambio Swiffer 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 11 recambio Swiffer 1 ud.,14.55 ,ud,,1,
4336,1.45,1.45 /ud,Guantes de Latex BAYECO Protect Antibacterias Talla M - Azul,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864,,1.45 ,ud,,1.45 ,
4337,1.99,1.33 /l,Limpiahogar con aloe vera Brillo Carrefour 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864,,1.33 ,l,,1.33 ,
4338,1.5,0.07 /ud,Bolsas multiperforadas cierre zip Carrefour 20 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 20 ud.,0.07 ,ud,,0.07 ,
4339,6.69,0.48 /lavado,Potenciador de Perfume Suprême Pearls Fresh Joy Vernel 14 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 14 lavados.,0.48 ,lavado,,0.48 ,
4340,9.29,9.29 /ud,Cubo para Fregona VILEDA Wring & Go,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864,,9.29 ,ud,,9.29 ,
4341,1.55,1.55 /ud,Recogedor de Mano Carrefour - Gris,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864,,1.55 ,ud,,1.55 ,
4342,1.06,0.11 /ud,Bolsas para cubitos de hielo Carrefour 10 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 10 ud.,0.11 ,ud,,0.11 ,
4343,2.25,1.12 /ud,Trampa detectora de polillas de los alimentos Carrefour 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 1 ud.,1.12 ,ud,,1.12 ,
4344,1.5,1.50 /ud,Barreno Cuadrado CARREFOUR 3 l - Verde Savia,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 3 l - Verde Savia,1.50 ,ud,,1.50 ,
4345,17.0,2.83 /ud,Carrefour Home,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864,,2.83 ,ud,,2.83 ,
4346,4.99,1.25 /ud,Pack de 4 Pilas Alcalinas Uso Frecuente Aa Lr06 Ultra Plus,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 4 Pilas Alcalinas Uso Frecuente Aa Lr06 Ultra Plus,1.25 ,ud,,1.25 ,
4347,3.99,0.06 /lavado,Suavizante concentrado azul Flor 72 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=864, 72 lavados.,0.06 ,lavado,,0.06 ,
4348,7.05,33.57 /kg,Suavizante concentrado perlas perfumadas rubi y jazmin Lenor 210 g.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=888, 210 g.,33.57 ,kg,,1,
4349,8.65,8.65 /ud,Plumero XXL + 2 recambios Swiffer 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=888, 2 recambios Swiffer 1 ud.,8.65 ,ud,,8.65 ,
4350,7.65,3.82 /ud,Ambientador automatico freshmatic Nenuco pack recambio Air Wick 2 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=888, 2 ud.,3.82 ,ud,,3.82 ,
4351,5.59,2.79 /ud,Set 2 Fregonas de Tiras Microfibra Algodon VILEDA Suave,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=888, 2 Fregonas de Tiras Microfibra Algodon VILEDA Suave,2.79 ,ud,,2.79 ,
4352,6.19,20.63 /l,Perfume para la ropa romance Flor ElixirDeluxe 300 ml.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=888, 300 ml.,20.63 ,l,,1,
4353,5.55,5.55 /ud,Ambientador flor de vainilla Essential Mist recambio Air Wick 1 ud.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=888, 1 ud.,5.55 ,ud,,5.55 ,
4354,1.99,3.98 /kg,Detergente a mano Wipp Express 500 g.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=888, 500 g.,3.98 ,kg,,3.98 ,
