,producto,precio,precio_rel,link,oferta
5369,BONTE maquinilla de afeitar recargable 3 hojas mujer + 4 recambios blíster 1 ud,4.55,4.55/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=50&disp=,0
5370,BONTE Men desodorante invisible spray 200 ml,1.70,8.50/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=50&disp=,0
5371,BONTE desodorante stress control spray 200 ml,1.45,7.25/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=50&disp=,0
5372,BONTE desodorante attraction spray 150 ml,1.59,10.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=50&disp=,0
5373,BONTE desodorante dark power spray 150 ml,1.59,10.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=50&disp=,0
5374,BONTE champú cabello normal dosificador 750 ml,1.89,2.52/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=50&disp=,0
5375,BONTE desodorante sweet care spray 200 ml,1.45,7.25/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=50&disp=,0
5376,BONTE desodorante dermo care spray 200 ml,1.45,7.25/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=50&disp=,0
5377,BONTE maquinilla de afeitar desechable 2 hojas bolsa 20 uds,1.89,0.09/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5378,BONTE champú cabello graso dosificador 750 ml,1.89,2.52/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5379,BONTE champú cabello seco dosificador 750 ml,1.89,2.52/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5380,SANEX Men gel de ducha piel sensible 475 ml,3.39,7.14/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5381,BONTE maquinillas desechables 3 hojas mujer bolsa 4 uds,2.05,0.51/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5382,BONTE desodorante fresh care spray 200 ml ,1.69,8.45/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5383,NATURAL HONEY gel de ducha té verde addition bote 650 ml,2.19,3.37/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5384,NATURAL HONEY gel de ducha elixir de argán addition bote 650 ml,2.19,3.37/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5385,NATURAL HONEY gel de ducha coco addition bote 650 ml,2.19,3.37/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5386,MOUSSEL agua fresca de colonia bote 600 ml,5.49,9.15/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5387,COLGATE pasta dentífrica sensitive pro alivio blanqueador tubo 75 ml,2.69,35.87/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5388,PANTENE Pro-v acondicionador repara y protege 3 minutos tubo 200 ml,3.99,19.95/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5389,BONTE esponjas jabonosas desechables bolsa 10 ud,1.15,0.11/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5390,DIADERMINE tiras faciales purificantes elimina puntos negros caja 6 uds,4.99,4.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5391,NIVEA Men champú strong power bote 250 ml,3.15,12.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5392,NIVEA Men champú anticaspa bote 250 ml,3.15,12.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5393,NIVEA Men champú active clean bote 250 ml,3.15,12.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5394,DIADERMINE loción micelar calmante pieles secas bote 400 ml,5.95,14.88/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5395,NATURAL HONEY gel de ducha spa experience bote 650 ml,2.19,3.37/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5396,DIADERMINE Expert corrector rejuvenecedor antimanchas 30 ml,14.95,498.33/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5397,NATURAL HONEY gel de ducha floral velvet experience bote 650 ml,2.15,3.31/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5398,PANTENE tratamiento micelar sin aclarado para cabello graso spray 150 ml,6.45,43.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5399,CAREFREE protege slips flexiconfort cotton fresh caja 40 uds,2.59,0.06/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5400,EXCELLENCE Age perfect tinte Blanco Perla caja 1 ud,6.95,6.95/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=51&disp=,0
5401,EXCELLENCE Age perfect crema embellecedora Gris Perla caja 1 ud,6.95,6.95/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5402,SANEX gel de ducha dermo pro hydrate bote 900 ml,3.89,4.32/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5403,SANEX gel de ducha dermo protector piel normal bote 900 ml,3.89,4.32/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5404,SANEX gel de ducha zero % piel normal bote 900 ml,3.89,4.32/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5405,EXCELLENCE Age perfect crema embellecedora Rubio Claro caja 1 ud,6.95,6.95/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5406,EXCELLENCE Age perfect crema embellecedora Beige caja 1 ud,6.95,6.95/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5407,EXCELLENCE Age perfect crema embellecedora Rubio caja 1 ud,6.95,6.95/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5408,EXCELLENCE Age perfect crema embellecedora Castaño Claro caja 1 ud,6.95,6.95/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5409,PALETTE INTENSIVE CREME tinte Rubio Medio Ceniza Nº 7.1 caja 1 ud,3.79,3.79/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5410,PALETTE INTENSIVE CREME tinte Rubio Clarisimo Ceniza Nº 9.5 caja 1 ud,3.79,3.79/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5411,PURE COLOR tinte Mysterious Brown Nº 4.0 caja 1 ud,5.95,5.95/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5412,NATURAL HONEY Lotion go loción nutrición con manteca de karité spray 200 ml,5.75,28.75/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5413,NATURAL HONEY Lotion go loción hidratante con aceite de almendras spray 200 ml,5.75,28.75/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5414,BABARIA gel de ducha hidratante aloe bote 600 ml,1.99,3.32/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5415,HANSAPLAST Frozen apósitos para niños caja 20 uds,2.99,0.15/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5416,BONTE champú arroz y avena delicado bote 250 ml,1.90,7.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5417,BONTE mascarilla capilar repara y protege con miel tarro 300 gr,2.69,8.97/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5418,BONTE aceite en crema miel reparadora bote 200 ml,1.87,9.35/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5419,BONTE champú atopic para cuero cabelludo sensible bote 300 ml,2.69,8.97/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5420,DIADERMINE Lift+ booster fluido antiarrugas 15 ml,12.49,832.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5421,DIADERMINE Lift+ skinplex contorno de ojos 15 ml,9.95,663.33/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5422,DERMATINA body milk con aloe vera y aceite de oliva bote 500 ml,5.50,11.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5423,DERMATINA body milk con aceite de coco y aceite de cáñamo bote 500 ml,5.50,11.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5424,ORIGINAL REMEDIES  champú elixir de argán bote 300 ml,3.69,12.30/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=52&disp=,0
5425,ORIGINAL REMEDIES  champú aceite de coco y manteca de cacao bote 300 ml,3.30,11.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5426,COLGATE Advanced cepillo dental slim soft blíster 1 ud,3.30,3.30/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5427,CALIDAD FARMACEUTICA crema facial hidratante spf 15 tarro 50 ml,9.99,199.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5428,CALIDAD FARMACEUTICA crema facial antiarrugas spf 15 tarro 50 ml,13.99,279.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5429,ARGANOUR aceite corporal de rosa mosqueta bote 50 ml,7.99,159.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5430,CALIDAD FARMACEUTICA loción hidratante corporal aloe vera bote 1 lt,13.99,13.99/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5431,ARGANOUR aceite corporal de árbol de té bote 20 ml,5.99,299.50/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5432,TRESEMMÉ Botanique acondicionador nutre y fortalece bote 685 ml,5.19,7.58/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5433,DOVE desodorante go fresh cucumber & green tea scent roll on 50 ml,2.89,57.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5434,ARGANOUR aceite corporal de argán bote 50 ml,7.99,159.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5435,NIVEA men desodorante dry fresh roll on 50 ml,1.99,39.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5436,NIVEA desodorante dry fresh roll on 50 ml,1.99,39.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5437,ELVIVE mascarilla dream long cabello largo. dañado tarro 300 ml,4.75,15.83/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5438,AUSONIA Discreet Boutique pants de incontinencia plus talla G paquete 8 uds,11.99,1.50/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5439,AUSONIA Discreet Boutique pants de incontinencia plus talla M paquete 9 uds,11.99,1.50/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5440,CONTROLGX men champú reductor de canas bote 147 ml,9.95,67.69/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5441,EVAX protege slips fresh normal plegado en bolsitas  bolsa 20 uds,1.00,0.05/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5442,REXONA men desodorante ¡vamos campeones! Spray 200 ml,2.99,14.95/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5443,LULLAGE RougeXpert fluido solar spf +50 piel sensible dosificador 50 ml,22.90,458.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5444,L'OREAL Men expert aceite para barba larga dosificador 30 ml,11.00,366.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5445,WILKINSON Hydro5 sense maquinilla de afeitar blíster 1 ud,5.95,5.95/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5446,BELCILS crema vitalizante para pestañas 4 ml,11.05,2 762.50/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5447,BELCILS desmaquillante de ojos sensibles 75 ml,10.45,139.33/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=53&disp=,0
5448,BELCILS máscara de pestañas incolora hidratante 7 ml,13.05,1 864.29/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5449,BELCILS roll-on desestresante para bolsas y ojeras 8 ml,21.05,2 631.25/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5450,DENTIBLANK pasta dentífrica blanqueador intensivo tubo 100 ml,8.75,87.50/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5451,DENTIBLANK pasta dentífrica blanqueador pro tubo 100 ml,10.15,101.50/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5452,DENTIBLANK colutorio con accion blanqueadora botella 500 ml,8.15,16.30/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5453,VICKY MARTIN BERROCAL colonia alba spray 100 ml,11.95,119.50/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5454,HERBAL Essences acondicionador volumen pomelo y menta bio bote 400 ml,4.99,12.48/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5455,ORAL B pasta dentífrica repair blanqueante tubo 75 ml,3.99,53.20/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5456,BONTE compresas de incontinencia maxi bolsa 12 uds,3.69,0.31/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5457,BONTE pants de incontinencia para adultos talla M unisex paquete 14 uds,8.99,0.64/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5458,ORAL B Kids pasta dentífrica star wars suave +6 años tubo 75 ml,2.49,33.20/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5459,ORAL B enjuague bucal 3D white lux perfection botella 500 ml,5.19,10.38/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5460,BONTE pants de incontinencia para adultos talla L unisex paquete 14 uds ,8.99,0.64/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5461,BONTE mascarilla capilar oliva nutritiva tarro 300 ml,2.69,8.97/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5462,AXE desodorante dark temptation spray 150 ml,3.99,26.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5463,GILLETTE Mach3 start maquinilla de afeitar recambio blíster 4 uds,7.99,2.00/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5464,DOVE crema de manos con aceite de coco y almendras tubo 75 ml ,2.99,39.87/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5465,BONTE men crema capilar de peinado tarro 125 ml,2.99,23.92/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5466,FRUCTIS mascarilla hair food papaya reparadora tarro 390 ml,4.99,12.79/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5467,FRUCTIS mascarilla hair food banana ultra nutritiva tarro 390 ml,4.99,12.79/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5468,TRESEMMÉ champú liso keratina bote 685 ml,5.19,7.58/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5469,TRESEMMÉ acondicionador liso keratina bote 685 ml,5.39,7.87/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5470,TRESEMMÉ acondicionador repara y fortalece 7 en 1 bote 685 ml,5.19,7.58/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5471,TRESEMMÉ champú cuidado clásico bote 855 ml,5.49,6.42/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=54&disp=,0
5472,TRESEMMÉ champú hidratación intensa bote 855 ml,5.49,6.42/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5473,TRESEMMÉ acondicionador hidratación intensa bote 855 ml,5.49,6.42/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5474,NATURAL HONEY Secrets gel de ducha amazonia bote 650 ml,2.09,3.22/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5475,GILLETTE gel de afeitar sensitive cool spray 200 ml,3.79,3.79/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5476,EXCELLENCE tinte profundo castaño Nº 400 caja 1 ud,7.25,7.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5477,NIVEA Cellular hyaluron filler crema con color 3 en 1 tono oscuro 15 gr,19.99,1 332.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5478,TRESEMMÉ Botanique champú nutre y fortalece bote 685 ml,5.19,7.58/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5479,DIADERMINE Hidralist toallitas limpiadoras envase 25 uds,2.29,0.09/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5480,NUGGELA & SULÉ champú premium cebolla bote 250 ml,19.90,79.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5481,NUGGELA & SULÉ anti - caída efectiva ampolla 10 ml,5.40,540.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5482,NUGGELA & SULÉ supre acondicionador cebolla bote 250 ml,18.90,75.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5483,NUGGELA & SULÉ regenerador capilar ampolla 10 ml,5.40,540.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5484,NUGGELA & SULÉ champú epigénico anti caspa bote 250 ml,19.90,79.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5485,NUGGELA & SULÉ champú epigénico pieles sensibles bote 250 ml,19.90,79.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5486,NUGGELA & SULÉ champú epigénico cabello graso bote 250 ml,19.90,79.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5487,NUGGELA & SULÉ champú premium Polinesia bote 250 ml,24.90,99.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5488,NUGGELA & SULÉ keratina - hialurónico ampolla 10 ml,5.40,540.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5489,NUGGELA & SULÉ multivitamina energy ampolla 10 ml,5.40,540.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5490,NUGGELA & SULÉ protector capilar total heair bote 125 ml,14.90,119.20/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5491,TRESEMMÉ mascarilla repara y fortalece tarro 300 ml,5.19,17.30/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5492,LULLAGE RougeXpert fluido tratamiento intensivo 360º piel sensible 50 ml,32.40,64.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5493,LULLAGE RougeXpert bruma calmante e hidratante piel sensible spray 50 ml,13.95,279.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5494,DERMATINA aceite de rosa mosqueta 100% vegetal bote 15 ml,8.00,400.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5495,ELVIVE dream long champú reconstructor bote 370 ml,3.95,13.17/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=55&disp=,0
5496,COLGATE enjuague bucal plax multiprotección formato viaje botella 100 ml,1.00,10.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5497,BELCILS crema regeneradora intensiva de pestañas 4 ml,16.45,4 112.50/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5498,LOUA bandas depilatorias faciales formato viaje 12 uds,2.50,2.50/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5499,WOMEN SECRET pack gold seduction colonia 100 ml + loción 200 ml,17.99,17.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5500,TANIT serum intensivo despigmentante tubo 30 ml,37.84,1 261.33/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5501,ORAL B cepillo dental pro expert stages +8 años blíster 1 ud,3.05,3.05/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5502,WILKINSON Hydro5 sense maquinilla de afeitar recambio blíster 4 uds,11.95,2.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5503,TANIT pack crema despigmentante tubo 15 ml + filtro solar hidratante spf 50 tubo 50ml,28.43,28.43/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5504,TANIT crema de manos despigmentante tubo 50 ml,11.26,225.20/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5505,REXONA Men desodorante invisible active protection spray 200 ml,2.99,14.95/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5506,BODY NATUR cera depilatoria rostro. ingles y axilas con orquídea tarro 100 gr,3.90,39.00/Kg,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5507,EXCELLENCE tinte Profundo Moreno Nº 200 caja 1 ud,7.25,7.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5508,ELVIVE cica repair bálsamo sin aclarado calendula + ceramida tubo 150 ml,5.45,36.33/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5509,CONTROLGX men champú t acondicionador reductor de canas bote 147 ml,10.95,74.49/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5510,BONTE desodorante dermo care spray 75 ml,1.20,1.20/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5511,CUTEX quitaesmalte extrahidratante botella 200 ml,2.99,14.95/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5512,BONTE quitaesmalte acetona pura bote 200 ml,1.75,8.75/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5513,CUTEX quitaesmalte ultra efectivo bote 200 ml,3.25,16.25/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5514,BABARIA crema de pies durezas con aloe y 20% de urea tubo 50 ml,2.99,19.93/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5515,WILKINSON Sword extra beauty 3 maquinilla desechable mujer bolsa 8 uds,6.75,0.84/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5516,DERMATINA crema activo despigmentante spf 20 tarro 50 ml,13.95,279.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5517,DERMATINA crema anti-manchas hidratante tarro 50 ml,13.95,279.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5518,DERMATINA serum despigmentante corrector de manchas tubo 30 ml,16.50,550.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5519,BABARIA crema de pies secos y agrietados con aloe bote 150 ml,2.49,16.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=56&disp=,0
5520,BABARIA desodorante pies spray 150 ml,2.99,19.93/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5521,WILKINSON sword quattro maquinilla de afeitar mujer recambio blíster 3+1 uds,6.00,2.00/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5522,WILKINSON sword Extra 3 maquinilla desechable mujer bolsa 4 uds,3.00,0.75/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5523,NIVEA desodorante fresh natural spray 150 ml,2.80,18.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5524,WILKINSON sword Beauty perfilador de cejas 3 uds,3.00,3.00/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5525,ELVIVE acondicionador aceite extraordinario cabello seco bote 300 ml,3.49,11.63/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5526,ELVIVE acondicionador dream long cabello largo. dañado bote 300 ml,3.49,11.63/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5527,DAEN bandas depilatorias faciales cera fría aloe vera 16 uds,1.89,1.89/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5528,DAEN bandas depilatorias corporales cera fría rosa mosqueta 16 uds,2.15,2.15/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5529,DAEN cera depilatoria en cazoleta rosa mosqueta 90 gr,4.79,53.22/Kg,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5530,DAEN bandas depilatorias corporales cera fría aloe vera 16 uds,2.15,2.15/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5531,DAEN crema depilatoria rosa mosqueta tubo 125 ml,2.59,20.72/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5532,DAEN cera en pastillas rosa mosqueta 260 gr,5.25,20.19/Kg,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5533,DAEN bandas depilatorias faciales cera fría rosa mosqueta 16 uds,1.89,1.89/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5534,GILLETTE venus 3 maquinilla deshechable mujer bolsa 4 + 2 uds,5.99,1.00/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5535,VEET Easy gelwax bandas de cera depilatoria piel normal caja 40 uds,9.95,0.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5536,IROHA Nature mascarilla facial detox carbón sachet 1 ud,3.90,3.90/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5537,NIVEA crema de manos protectora con miel tubo 100 ml,1.99,19.90/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5538,NIVEA micellAIR agua micelar bifásica waterproof bote 400 ml,3.99,9.98/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5539,IROHA Nature parches extra reafirmantes de ojos gold sachet 2 uds,2.95,2.95/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5540,WILKINSON sword quattro maquina de afeitar para mujer blíster 1 ud,10.99,10.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5541,NIVEA hyaluron cellular filler ampolla ácido hialurónico 5 ml,4.75,950.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5542,PALMOLIVE gel de ducha cremosa mora bote 400 ml,3.29,8.23/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5543,DR.SCHOLL Anti-hongos tratamiento para uñas antifúngico 3.8 ml,28.34,28.34/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=57&disp=,0
5544,DUREX Sensilube gel vaginal hidratante y lubricante bote 40 ml,10.50,262.50/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=58&disp=,0
5545,HANNIBAL LAGUNA colonia satin dolls spray 150 ml,9.99,66.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=58&disp=,0
5546,DICORA jabón de manos + vitamina B bote 500 ml,1.89,3.78/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=58&disp=,0
5547,EVAX fina y segura compresa maxi7super sin alas bolsa 13 uds,1.75,0.13/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=58&disp=,0
