,producto,precio,cantidad,medida,cantidad_,categoria,supermercado
3551,DIA cerveza 0.0% aLcohoL pack 6 boteLLas 25 cL,1.75,1.496,L,1.496,cerveza,dia
3552,VICTORIA cerveza rubia especiaL pack 6 boteLLas 25 cL,2.99,1.503,L,1.503,cerveza,dia
3553,AQUARIUS bebida refrescante de naranja boteLLa 50 cL,1.35,0.5,L,0.5,naranjas,dia
3554,AQUARIUS bebida refrescante de naranja zero Lata 33 cL,0.85,0.329,L,0.329,naranjas,dia
3555,MONSTER bebida energetica green Lata 55.3 cL,1.99,0.553,L,0.553,bebida energetica,dia
3556,FONT VELLA agua mineraL naturaL boteLLa 75 cL,0.71,0.747,L,0.747,agua mineral,dia
3557,MAHOU 5 ESTRELLAS cerveza radLer con Limon Lata 33 cL,0.75,0.33,L,0.33,cerveza,dia
3558,AMBAR cerveza ipa Lata 44 cL,1.59,0.44,L,0.44,cerveza,dia
3559,COCA COLA cLasica pack 6 Latas 20 cL,3.59,1.201,L,1.201,cocacola,dia
3560,JUVER zumo de meLocoton 100% free envase 1 Lt,1.89,1.0,L,1.0,zumo,dia
3561,JUVER zumo de pina 100% free envase 1 Lt,1.89,1.0,L,1.0,zumo,dia
3562,JUVER zumo de manzana 100% free envase 1 Lt,1.89,1.0,L,1.0,zumo,dia
3563,LA VIRGEN cerveza Lager Lata 33 cL,1.39,0.33,L,0.33,cerveza,dia
3564,MAHOU MAESTRA cerveza Lager dunkeL boteLLa 33 cL,1.29,0.33,L,0.33,cerveza,dia
3565,LA VIRGEN cerveza tostada jamonera boteLLa 33 cL,2.0,0.33,L,0.33,cerveza,dia
3566,MAHOU BARRICA cerveza bourbon boteLLa 33 cL,2.39,0.33,L,0.33,cerveza,dia
3567,DON SIMON La huerta zumo de pina boteLLa 750 mL,2.1,0.75,L,0.75,zumo,dia
3568,AQUAREL agua mineraL naturaL boteLLa tapon sport 75 cL,0.65,0.747,L,0.747,agua mineral,dia
3569,EL AGUILA cerveza Lager sin fiLtrar boteLLa 33 cL,1.19,0.33,L,0.33,cerveza,dia
3570,SAN MIGUEL cerveza magna Lata 33 cL,0.75,0.33,L,0.33,cerveza,dia
3571,MAHOU cerveza tostada 0.0% aLcohoL pack 12 Latas 33 cL,7.79,3.954,L,3.954,cerveza,dia
3572,RED BULL bebida energetica sin azucar pack 4 Latas 25 cL,4.95,1.0,L,1.0,bebida energetica,dia
3573,COCA COLA zero zero pack 12 Latas 33 cL,8.99,3.96,L,3.96,cocacola,dia
3574,DON SIMON La huerta zumo de arandano. manzana y uva boteLLa 750 mL,2.1,0.75,L,0.75,zumo,dia
3575,AMSTEL Oro cerveza tostada 0.0% aLcohoL Lata 33 cL,0.79,0.331,L,0.331,cerveza,dia
3576,EL AGUILA cerveza rubia 1900 Lata 33 cL,0.69,0.33,L,0.33,cerveza,dia
3578,SAN BENEDETTO refresco de zumo de fruta mix zero sin gas boteLLa 400 mL,0.87,0.399,L,0.399,zumo,dia
3579,MAHOU cerveza ipa boteLLa 33 cL,1.49,0.33,L,0.33,cerveza,dia
3580,AMBAR cerveza ambiciosa nÃÂÃÂº 10 boteLLa 33 cL,2.19,0.33,L,0.33,cerveza,dia
3581,SAN MIGUEL cerveza magna roja 0.0 % aLcohoL Lata 33 cL,0.75,0.33,L,0.33,cerveza,dia
3582,SAN MIGUEL cerveza magna pack 12 Latas 33 cL,7.89,3.965,L,3.965,cerveza,dia
3585,SCHWEPPES tonica pink Lata 33 cL,0.85,0.329,L,0.329,tonica,dia
3589,DIA RAMBLERS cerveza Lager boteLLa pLastico 1 Lt,0.69,1.0,L,1.0,cerveza,dia
3590,RED BULL bebida energetica zero Lata 25 cL,1.45,0.25,L,0.25,bebida energetica,dia
3591,URSU9 agua mineraL naturaL aLcaLina ph9 boteLLa 1.5 Lt,0.69,1.5,L,1.5,agua mineral,dia
3593,MAHOU 5 estreLLas cerveza Lata 25 cL,0.65,0.25,L,0.25,cerveza,dia
3594,CRUZCAMPO cerveza especiaL pack 6 boteLLas 20 cL,3.29,12.185,L,12.185,cerveza,dia
3595,RED BULL bebida energetica sabor sandia Lata 25 cL,1.45,0.25,L,0.25,bebida energetica,dia
3598,GREEN COLA refresco green coLa zero azucar Lata 33 cL,0.75,0.33,L,0.33,cocacola,dia
3601,LEFFE cerveza brune boteLLa 330 mL,1.59,0.33,L,0.33,cerveza,dia
3602,FONT VELLA agua con gas boteLLa 50 cL,0.75,0.5,L,0.5,agua otro,dia
3603,DIA ZUMOSFERA bebida con Leche tropicaL zero pack 6 uds 200 mL,0.95,1.203,L,1.203,zumo,dia
3607,VICTORIA cerveza rubia especiaL Lata 33 cL,0.58,1.0,L,1.0,cerveza,dia
3608,TURIA cerveza tostada boteLLin 25 cL,0.65,0.25,L,0.25,cerveza,dia
3609,DIA ZUMOSFERA bebida de fruta con Leche naranja y mango pack 3 x 330 mL,1.19,0.992,L,0.992,zumo,dia
3610,DIA ZUMOSFERA bebida de fruta con Leche meLon y sandia pack 3 unidades 330 mL,1.19,0.992,L,0.992,zumo,dia
3611,DIA ZUMOSFERA bebida Leche y frutas Caribe envase 1 Lt,0.75,1.0,L,1.0,zumo,dia
3613,JUVER zumo de naranja 100% free envase 1 Lt,1.99,1.0,L,1.0,zumo,dia
3614,JUVER zumo de frutas tropicaLes 100% free envase 1 Lt,1.99,1.0,L,1.0,zumo,dia
3615,GRANINI nectar de naranja y mango seLeccion boteLLa 1 Lt,2.49,1.0,L,1.0,zumo,dia
3616,GRANINI nectar de manzana 100% fruta boteLLa 1 Lt,2.49,1.0,L,1.0,zumo,dia
3617,GRANINI nectar de pera seLeccion boteLLa 1 Lt,2.49,1.0,L,1.0,zumo,dia
3619,SAN BENEDETTO Essenzia refresco de Limon boteLLa 500 mL,0.75,0.5,L,0.5,refresco limon,dia
3620,SAN BENEDETTO Ace refresco de zumo de frutas zero sin gas boteLLa 400 mL,0.87,0.399,L,0.399,zumo,dia
3621,SAN BENEDETTO Essenzia refresco de naranja 500 mL,0.75,0.5,L,0.5,refresco naranja,dia
3622,BEZOYA agua mineraL naturaL boteLLa 8 Lt,3.19,7.975,L,7.975,agua mineral,dia
3623,LAIMON FRESH refresco de Lima Limon Lata 33 cL,0.79,0.331,L,0.331,refresco limon,dia
3624,8.6 cerveza especiaL extreme Lata 50 cL,1.35,0.5,L,0.5,cerveza,dia
3625,8.6 cerveza especiaL originaL Lata 50 cL,1.25,0.5,L,0.5,cerveza,dia
3626,8.6 cerveza especiaL goLd Lata 50 cL,1.35,0.5,L,0.5,cerveza,dia
3627,AMBAR cerveza tostada 0.0% aLcohoL Lata 33 cL,0.75,0.33,L,0.33,cerveza,dia
3628,MILLER cerveza rubia genuine draft boteLLa 33 cL,0.99,0.33,L,0.33,cerveza,dia
3629,LA SAGRA cerveza especiaL indian ipa boteLLa 33 cL,1.65,0.33,L,0.33,cerveza,dia
3630,AMSTEL Oro cerveza tostada pack 10 Latas 33 cL,7.19,3.298,L,3.298,cerveza,dia
3631,HEINEKEN cerveza 0.0% aLcohoL pack 12 Latas 33 cL,7.89,3.965,L,3.965,cerveza,dia
3632,RED BULL bebida energetica sabor fruta deL dragon Lata 25 cL,1.19,0.25,L,0.25,bebida energetica,dia
3633,EL AGUILA cerveza rubia 1900 pack 10 Latas 33 cL,6.49,3.294,L,3.294,cerveza,dia
3634,AMSTEL cerveza radLer con Limon 0.0% aLcohoL pack 12 Latas 33 cL,7.49,3.963,L,3.963,cerveza,dia
3635,JUVER zumo de frutas citrico ayuda a tus defensas envase 1 Lt,1.89,1.0,L,1.0,zumo,dia
3636,DIA EL DIABLO bebida energetica de mojito Lata 25 cL,0.45,0.25,L,0.25,bebida energetica,dia
3637,JUVER zumo muLtifrutas ayuda a tus defensas envase 1 Lt,1.89,1.0,L,1.0,zumo,dia
3638,8.6 cerveza especiaL I.P.L Lata 50 cL,1.39,0.5,L,0.5,cerveza,dia
3639,MAHOU cerveza Ipa Lata 33 cL,0.95,0.33,L,0.33,cerveza,dia
3640,BECK'S cerveza boteLLa 50 cL,1.45,0.5,L,0.5,cerveza,dia
3641,LA SALVE cerveza Lata 33 cL,0.75,0.33,L,0.33,cerveza,dia
3642,CAPRI-SUN refresco muLtivitaminas sin gas envase 200 mL,0.59,0.2,L,0.2,refresco otro,dia
3643,VIWA refresco de arandano vitaLity sin gas 500 mL,1.79,0.5,L,0.5,refresco otro,dia
3644,VIWA refresco de Limon C-1000 zero sin gas boteLLa 500 mL,1.79,0.5,L,0.5,refresco limon,dia
3647,LA SAGRA cerveza bohemia Lager Lata 33 cL,0.7,0.33,L,0.33,cerveza,dia
3648,DIA UPSS refresco de Lima-Limon zero Lata 33 cL,0.32,0.33,L,0.33,refresco limon,dia
3649,DIA ZUMOSFERA zumo de mandarina envase 1 Lt,1.99,1.0,L,1.0,zumo,dia
3650,DIA ZUMOSFERA zumo Mente mezcLa de frutas con extractos y vitaminas envase 1 Lt,1.89,1.0,L,1.0,zumo,dia
3651,DIA ZUMOSFERA zumo Cuerpo mezcLa de frutas y extractos vegetaLes envase 1 Lt,1.89,1.0,L,1.0,zumo,dia
3652,DIA ZUMOSFERA zumo ALma de manzana con extractos vegetaLes envase 1 Lt,1.89,1.0,L,1.0,zumo,dia
3653,DIA ZUMOSFERA zumo de granada envase 1 Lt,1.99,1.0,L,1.0,zumo,dia
3655,CARLSBERG cerveza Lata 33 cL,0.79,0.331,L,0.331,cerveza,dia
3656,ORGANICS refresco coLa pack 4 boteLLas 25 cL,6.49,1.0,L,1.0,cocacola,dia
3658,DIA TONI TONICO tonica zero Lata 33 cL,0.29,0.33,L,0.33,tonica,dia
3659,SAN BENEDETTO refresco de te verde con aLoe vera boteLLa 1.5 Lt,0.99,1.5,L,1.5,nestea,dia
3660,DIA HOLA COLA refresco de coLa Lata 33 cL PACK 12,3.36,3.953,L,3.953,cocacola,dia
3661,ESTRELLA GALICIA cerveza especiaL Lata 33 cL PACK 6,4.32,1.982,L,1.982,cerveza,dia
3662,AQUAREL agua mineraL naturaL boteLLa 1.5 Lt PACK 6,2.94,8.909,L,8.909,agua mineral,dia
3663,BEZOYA agua mineraL naturaL boteLLa 1.5 Lt PACK 6,3.78,9.0,L,9.0,agua mineral,dia
3664,AQUABONA agua mineraL naturaL boteLLa 1.5 Lt PACK 6,2.88,9.0,L,9.0,agua mineral,dia
3665,SOLAN DE CABRAS agua mineraL naturaL boteLLa 1.5 Lt PACK 6,4.32,9.0,L,9.0,agua mineral,dia
3666,DIA HOLA COLA refresco de coLa zero Lata 33 cL PACK 12,3.12,3.949,L,3.949,cocacola,dia
3667,FONT VELLA agua mineraL naturaL boteLLa 1.5 Lt PACK 6,3.6,9.0,L,9.0,agua mineral,dia
3668,DIA RAMBLERS cerveza Lager Lata 33 cL PACK 12,3.0,3.947,L,3.947,cerveza,dia
3669,DIA HOLA COLA refresco de coLa boteLLa 2 Lt PACK 4,2.2,7.857,L,7.857,cocacola,dia
3670,DIA HOLA COLA refresco de coLa sin cafeina boteLLa 2 Lt PACK 4,2.2,7.857,L,7.857,cocacola,dia
3671,DIA HOLA COLA refresco de coLa zero boteLLa 2 Lt PACK 4,2.12,7.852,L,7.852,cocacola,dia
3672,DIA HOLA COLA refresco de coLa zero sin cafeina boteLLa 2 Lt PACK 4,2.2,7.857,L,7.857,cocacola,dia
3673,DIA HOLA COLA refresco de coLa zero sin cafeina Lata 33 cL PACK 6,1.68,1.976,L,1.976,cocacola,dia
3674,DIA HOLA COLA refresco de coLa boteLLa 50 cL PACK 6,2.52,3.0,L,3.0,cocacola,dia
3675,DIA HOLA COLA refresco de coLa zero boteLLa 50 cL  PACK 6,2.52,3.0,L,3.0,cocacola,dia
3678,MAHOU cerveza cLasica boteLLa 1 Lt,1.49,1.0,L,1.0,cerveza,dia
3679,MAHOU cerveza cLasica pack 12 Latas 33 cL,6.95,3.949,L,3.949,cerveza,dia
3680,LA CASERA gaseosa boteLLa 1.5 Lt,1.0,1.493,L,1.493,gaseosa,dia
3681,COCA COLA Light boteLLa 2 Lt,1.89,1.989,L,1.989,cocacola,dia
3682,COCA COLA sin cafeina boteLLa 2 Lt,1.89,1.989,L,1.989,cocacola,dia
3685,NESTEA refresco de te aL Limon Lata 33 cL,0.85,0.329,L,0.329,refresco limon,dia
3689,DIA RAMBLERS cerveza Lager boteLLa 1 Lt,0.75,1.0,L,1.0,cerveza,dia
3690,DIA HOLA COLA refresco de coLa Lata 33 cL,0.28,0.329,L,0.329,cocacola,dia
3691,AMSTEL cerveza Lata 33 cL,0.65,0.33,L,0.33,cerveza,dia
3692,MAHOU 5 ESTRELLAS cerveza pack 12 boteLLas 25 cL,6.85,3.004,L,3.004,cerveza,dia
3693,DIA cerveza aLemana Lata 50 cL,0.49,0.5,L,0.5,cerveza,dia
3694,MAHOU 5 ESTRELLAS cerveza pack 12 Latas 33 cL,8.16,3.961,L,3.961,cerveza,dia
3695,MAHOU MIXTA cerveza con Limon Lata 33 cL,0.69,0.33,L,0.33,cerveza,dia
3696,COCA COLA cLasica boteLLa 1.25 Lt,1.49,1.252,L,1.252,cocacola,dia
3699,MAHOU MIXTA cerveza con Limon pack 6 boteLLas 25 cL ,2.99,1.503,L,1.503,cerveza,dia
3700,ESTEPA Licor de anis duLce boteLLa 1 Lt,5.85,1.0,L,1.0,licor,dia
3701,SEÃÂÃÂORIO DE LOS LLANOS vino tinto crianza DO VaLdepenas boteLLa 75 cL,2.65,0.751,L,0.751,vino tinto,dia
3703,RIBERA DE ALGODOR vino tinto joven DO La Mancha boteLLa 75 cL,1.25,0.749,L,0.749,vino tinto,dia
3704,DYC whisky boteLLa 1 Lt,10.99,1.0,L,1.0,whisky,dia
3706,VELERO ron anejo boteLLa 70 cL,5.39,0.7,L,0.7,ron,dia
3707,BERBERANA CARTA DE PLATA vino tinto boteLLa 75 cL,2.69,0.749,L,0.749,vino tinto,dia
3708,DON SIMON vino tinto envase 1 Lt,1.45,1.0,L,1.0,vino tinto,dia
3709,SEÃÂÃÂORIO DE ONDAS vino tinto crianza DO Rioja boteLLa 75 cL,2.95,0.751,L,0.751,vino tinto,dia
3710,VIÃÂÃÂA ALBALI vino tinto reserva DO VaLdepenas boteLLa 75 cL,3.15,0.75,L,0.75,vino tinto,dia
3711,ANNA DE CODORNIU cava brut boteLLa 75 cL,7.99,0.75,L,0.75,cava,dia
3712,FASUTINO VII vino tinto cvc DO Rioja boteLLa 75 cL,3.79,0.75,L,0.75,vino tinto,dia
3713,BARMONS ginebra boteLLa 70 cL,4.49,0.7,L,0.7,ginebra,dia
3714,BEEFEATER ginebra London dry boteLLa 70 cL,12.0,0.7,L,0.7,ginebra,dia
3715,SEÃÂÃÂORÃÂÃÂO DE ONDAS vino tinto reserva DO Rioja boteLLa 75 cL,3.95,0.75,L,0.75,vino tinto,dia
3716,CAMPO VIEJO vino tinto crianza DO Rioja boteLLa 75 cL,4.55,0.75,L,0.75,vino tinto,dia
3717,SOBERANO brandy de Jerez boteLLa 70 cL,6.99,0.7,L,0.7,brandy,dia
3718,GRAND ASTORIA cava brut boteLLa 75 cL,1.95,0.75,L,0.75,cava,dia
3720,RUAVIEJA Licor de hierbas boteLLa 70 cL,8.1,0.7,L,0.7,licor,dia
3721,BACH EXTRISIMO vino bLanco semiduLce DO Penedes boteLLa  75 cL,4.35,0.75,L,0.75,vino dulce,dia
3723,ALTOS DE TAMARON vino tinto DO Ribera de Duero boteLLa 75 cL,3.99,0.75,L,0.75,vino tinto,dia
3724,LAGUNILLA VIÃÂÃÂA ARTAL vino tinto Rioja crianza boteLLa 75 cL,6.55,0.75,L,0.75,vino tinto,dia
3725,CVNE vino tinto crianza DO Rioja boteLLa 75 cL,6.55,0.75,L,0.75,vino tinto,dia
3726,DIAMANTE Vino bLanco semiduLce DO Rioja 75 cL,3.99,0.75,L,0.75,vino dulce,dia
3727,VIÃÂÃÂA MAYOR  vino tinto  DO Ribera de Duero boteLLa 75 cL,7.09,0.75,L,0.75,vino tinto,dia
3728,DYC whisky 8 anos boteLLa 70 cL,11.75,0.7,L,0.7,whisky,dia
3729,BARMONS Licor de LimonceLLo boteLLa 50 cL,4.19,0.5,L,0.5,limoncello,dia
3730,ALTOS DE TAMARON vino tinto crianza DO Ribera de Duero boteLLa 75 cL,5.85,0.75,L,0.75,vino tinto,dia
3731,SEÃÂÃÂORÃÂÃÂO DE ONDAS Vino bLanco semiduLce DO Rioja 75 cL,2.95,0.751,L,0.751,vino dulce,dia
3733,CASTILLO DE VELASCO vino tinto garrafa 2 Lt,2.29,1.991,L,1.991,vino tinto,dia
3734,DIA tinto de verano cLasico boteLLa 1.5 Lt,0.95,1.508,L,1.508,tinto de verano,dia
3735,LA CASERA tinto de verano Limon boteLLa 1.5 Lt,1.99,1.496,L,1.496,tinto de verano,dia
3736,DIA tinto de verano con Limon boteLLa 1.5 Lt,0.95,1.508,L,1.508,tinto de verano,dia
3737,FREIXENET cava semiseco carta nevada boteLLa 75 cL,4.99,0.75,L,0.75,cava,dia
3738,DANTE vino rosado Lambrusco boteLLa 75 cL,1.85,0.749,L,0.749,vino rosado,dia
3739,VIÃÂÃÂA ALBALI vino tinto crianza DO VaLdepenas boteLLa 75 cL,2.65,0.751,L,0.751,vino tinto,dia
3740,EL COTO vino tinto crianza DO Rioja boteLLa 75 cL,5.49,0.75,L,0.75,vino tinto,dia
3741,BARCELO ron anejo boteLLa 70 cL,13.99,0.7,L,0.7,ron,dia
3743,BRUGAL ron anejo boteLLa 70 cL,13.99,0.7,L,0.7,ron,dia
3744,DEWARS whisky white LabeL boteLLa 70 cL,10.99,0.7,L,0.7,whisky,dia
3745,FAUSTINO RIVERO ULECIA vino tinto crianza DO Rioja boteLLa 75 cL,4.25,0.75,L,0.75,vino tinto,dia
3746,BACARDI ron bLanco superior boteLLa 70 cL,10.99,0.7,L,0.7,ron blanco,dia
3748,PASSPORT whisky boteLLa 70 cL,9.49,0.7,L,0.7,whisky,dia
3749,LARIOS 12 ginebra boteLLa 70 cL,13.99,0.7,L,0.7,ginebra,dia
3750,MAYOR DE CASTILLA vino tinto robLe DO Ribera deL Duero boteLLa 75 cL ,4.99,0.75,L,0.75,vino tinto,dia
3751,ANTAÃÂÃÂO vino tinto crianza DO Rioja boteLLa 75 cL,3.19,0.751,L,0.751,vino tinto,dia
3752,BAJOZ vino tinto DO Toro boteLLa 75 cL,3.35,0.749,L,0.749,vino tinto,dia
3754,TORRES brandy 5 soLera reserva boteLLa 70 cL,9.25,0.7,L,0.7,brandy,dia
3755,ABADIA DA COVA Licor de cafe boteLLa 70 cL,9.99,0.7,L,0.7,licor,dia
3756,SOLELL DE FLIX vino bLanco semiduLce DO Penedes boteLLa 75 cL,2.55,0.75,L,0.75,vino dulce,dia
3757,CAMPO VIEJO vino tinto cvc DO Rioja boteLLa 75 cL,3.85,0.75,L,0.75,vino tinto,dia
3758,MAYOR DE CASTILLA vino tinto crianza DO Ribera de Duero boteLLa 75 cL,3.99,0.75,L,0.75,vino tinto,dia
3759,MARQUES DE CACERES vino tinto crianza DO Rioja boteLLa 75 cL,6.95,0.75,L,0.75,vino tinto,dia
3760,PROTOS vino tinto robLe DO Ribera de Duero boteLLa 75 cL,8.59,0.75,L,0.75,vino tinto,dia
3762,BORSAO vino tinto DO Campo de Borja boteLLa 75 cL,2.75,0.749,L,0.749,vino tinto,dia
3763,PALACIO DE ALCANTARA vino tinto crianza DO Rioja boteLLa 75 cL,4.61,0.75,L,0.75,vino tinto,dia
3764,SEÃÂÃÂORÃÂÃÂO DE ONDAS vino rosado DO Rioja boteLLa 75 cL,2.19,0.75,L,0.75,vino rosado,dia
3765,COTO DE IMAZ vino tinto reserva DO Rioja boteLLa 75 cL,7.99,0.75,L,0.75,vino tinto,dia
3766,RUAVIEJA Licor de crema de orujo boteLLa 70 cL,9.99,0.7,L,0.7,licor,dia
3767,TERRY Centenario brandy boteLLa 1 Lt,8.75,1.0,L,1.0,brandy,dia
3768,CERCHAR Licor de hierbas boteLLa 70 cL,5.69,0.7,L,0.7,licor,dia
3769,DIA GLADIADOR bebida espirituosa tipo brandy boteLLa 1 Lt,5.75,1.0,L,1.0,brandy,dia
3770,LAMBRUSCO FLAMINIA vino rosado boteLLa 75 cL,2.55,0.75,L,0.75,vino rosado,dia
3771,"BOMBAY Sapphire ginebra boteLLa 70 cL
",17.95,0.7,L,0.7,ginebra,dia
3774,BURNED BARREL whisky boteLLa 70 cL,5.49,0.7,L,0.7,whisky,dia
3775,RAMON BILBAO vino tinto crianza DO Rioja boteLLa 75 cL ,9.29,0.75,L,0.75,vino tinto,dia
3776,PROTOS CRIANZA vino tinto crianza DO Ribera deL Duero boteLLa 75 cL,16.75,0.75,L,0.75,vino tinto,dia
3777,LEGARIS vino tinto robLe DO Ribera de Duero boteLLa 75 cL,7.95,0.75,L,0.75,vino tinto,dia
3778,AZPILICUETA vino tinto crianza DO rioja boteLLa 75 cL,7.99,0.75,L,0.75,vino tinto,dia
3779,MAGNO brandy de jerez soLera reserva boteLLa 70 cL,10.75,0.7,L,0.7,brandy,dia
3780,SEÃÂÃÂORIO DE ONDAS vino tinto crianza do rioja boteLLa 50 cL ,2.35,0.5,L,0.5,vino tinto,dia
3781,TANQUERAY ginebra London dry boteLLa 70 cL,13.49,0.7,L,0.7,ginebra,dia
3782,CASTILLO DE VELASCO vino tinto envase 1 Lt,0.89,1.0,L,1.0,vino tinto,dia
3784,JAUME SERRA cava brut nature boteLLa 75 cL,2.99,0.749,L,0.749,cava,dia
3786,VAT 69 whisky boteLLa 70 cL,8.69,0.7,L,0.7,whisky,dia
3787,JOHNNIE WALKER whisky red LabeL boteLLa 70 cL,13.49,0.7,L,0.7,whisky,dia
3789,VIÃÂÃÂAS DEL VERO vino tinto D.O. somontano boteLLa 75cL,5.25,0.75,L,0.75,vino tinto,dia
3790,SMIRNOFF vodka boteLLa 70 cL,9.99,0.7,L,0.7,vodka,dia
3791,PUERTA DE ALCALÃÂÃÂ vino tinto crianza DO Madrid boteLLa 75 cL,3.85,0.75,L,0.75,vino tinto,dia
3793,JACK DANIELS whisky tenessee boteLLa 70 cL,20.99,0.7,L,0.7,whisky,dia
3794,MARTINI vermouth rosso boteLLa 1 Lt,8.99,1.0,L,1.0,vermouth,dia
3795,MARTINI vermouth bianco boteLLa 1 Lt,8.99,1.0,L,1.0,vermouth,dia
3796,ALTOS DE TAMARON vino tinto robLe DO Ribera deL Duero boteLLa 75 cL ,5.39,0.75,L,0.75,vino tinto,dia
3797,MALIBU ron de coco boteLLa 70 cL ,10.9,0.7,L,0.7,malibu,dia
3799,YZAGUIRRE vermouth rojo boteLLa 1 Lt,6.9,1.0,L,1.0,vermouth,dia
3800,SEAGRAM'S ginebra boteLLa 70 cL,14.99,0.7,L,0.7,ginebra,dia
3801,FAUSTINO RIVERO vino tinto joven DO rioja boteLLa 75 cL,3.5,0.749,L,0.749,vino tinto,dia
3803,PALACIO DE ALCÃÂÃÂNTARA vino tinto PA 30 boteLLa 75 cL,6.85,0.75,L,0.75,vino tinto,dia
3804,PATERNINA vino tinto reserva DO rioja boteLLa 75 cL,4.79,0.75,L,0.75,vino tinto,dia
3805,FAUSTINO vino tinto gran reserva DO rioja boteLLa 75 cL,17.95,0.75,L,0.75,vino tinto,dia
3806,ALVINI vermouth bianco boteLLa 1 Lt,1.99,1.0,L,1.0,vermouth,dia
3807,PUERTA DE ALCALÃÂÃÂ vino tinto DO Madrid boteLLa 75 cL,2.85,0.75,L,0.75,vino tinto,dia
3808,LA CASTELLANA Licor de anis duLce boteLLa 70 cL,7.75,0.7,L,0.7,licor,dia
3810,GORDONS ginebra boteLLa 1 Lt,12.49,1.0,L,1.0,ginebra,dia
3812,MELIOR DE MATARROMERA vino tinto robLe DO Ribera deL Duero boteLLa 75 cL ,8.15,0.75,L,0.75,vino tinto,dia
3816,WORDENS whisky americano boteLLa 70 cL,7.79,0.7,L,0.7,whisky,dia
3817,DON SIMON tinto de verano Limon boteLLa 1.5 Lt,1.15,1.494,L,1.494,tinto de verano,dia
3818,ALBALI vino tinto DO VaLdepenas boteLLa 75 cL ,2.85,0.75,L,0.75,vino tinto,dia
3819,MATARROMERA vino tinto crianza DO Ribera deL Duero boteLLa 75 cL ,20.6,0.75,L,0.75,vino tinto,dia
3820,GLORIOSO vino tinto crianza DO Rioja boteLLa 75 cL ,6.95,0.75,L,0.75,vino tinto,dia
3822,Licor de hierbas boteLLa 70 cL ,5.99,0.7,L,0.7,licor,dia
3823,JOHNNIE WALKER whisky bLack LabeL boteLLa 70 cL,22.49,0.7,L,0.7,whisky,dia
3824,VETERANO brandy boteLLa 1 Lt,8.75,1.0,L,1.0,brandy,dia
3825,VIÃÂÃÂA POMAL vino tinto reserva DO Rioja boteLLa 75 cL ,13.95,0.75,L,0.75,vino tinto,dia
3827,BENJAMIN DE CODORNIU cava pack 3 boteLLas 20 cL ,4.99,0.6,L,0.6,cava,dia
3829,CORTINA sidra naturaL boteLLa 70 cL ,2.05,0.7,L,0.7,sidra,dia
3830,VIÃÂÃÂAS DEL VERO vino rosado boteLLa 75 cL ,5.25,0.75,L,0.75,vino rosado,dia
3831,VIA DE LA PLATA cava brut boteLLa 75 cL ,4.39,0.75,L,0.75,cava,dia
3832,BERONIA vino tinto DO Rioja boteLLa 75 cL ,13.2,0.75,L,0.75,vino tinto,dia
3833,DON SIMON sangria boteLLa 1.5 Lt,1.75,1.496,L,1.496,sangria,dia
3834,EL GAITERO sidra boteLLa 75 cL,1.95,0.75,L,0.75,sidra,dia
3835,NORDES ginebra boteLLa 70 cL ,22.99,0.7,L,0.7,ginebra,dia
3837,RIBERA DE ALGODOR vino tinto crianza DO CastiLLa La Mancha boteLLa 75 cL,1.49,0.749,L,0.749,vino tinto,dia
3838,SEÃÂÃÂORIO DE AYERBE vino tinto sirah boteLLa 75 cL ,2.45,0.749,L,0.749,vino tinto,dia
3839,SEÃÂÃÂORIO DE AYERBE vino tinto merLot boteLLa 75 cL ,2.45,0.749,L,0.749,vino tinto,dia
3840,HABLA DE LA TIERRA vino tinto boteLLa 75 cL ,6.99,0.75,L,0.75,vino tinto,dia
3841,SEÃÂÃÂORIO DE ONDAS vino tinto gran reserva DO Rioja boteLLa 75 cL ,7.89,0.75,L,0.75,vino tinto,dia
3842,FAUSTINO RIVERO vino bLanco semiduLce Do CastiLLa boteLLa 75 cL,3.25,0.751,L,0.751,vino dulce,dia
3843,JAGERMEISTER Licor boteLLa 70 cL ,13.55,0.7,L,0.7,licor,dia
3844,ALBALI vino tinto DO VaLdepenas boteLLa 75 cL ,2.99,0.749,L,0.749,vino tinto,dia
3845,PUERTO DE INDIAS ginebra sabor fresa boteLLa 70 cL ,14.95,0.7,L,0.7,ginebra,dia
3846,PUERTA DE ALCALA vino tinto DO Madrid boteLLa 75 cL,4.79,0.75,L,0.75,vino tinto,dia
3847,DON LUCIANO vino espumoso bLue moscato boteLLa 75 cL,2.25,0.75,L,0.75,vino espumoso,dia
3848,FINCA MONCLOA vino tinto Do Cadiz boteLLa 75 cL,16.25,0.75,L,0.75,vino tinto,dia
3850,LADRON DE MANZANAS sidra de manzana boteLLa 25 cL,0.92,0.25,L,0.25,sidra,dia
3851,ZOCO pacharan boteLLa 70 cL,8.29,0.7,L,0.7,pacharan,dia
3853,DEWARS whisky 8 anos caribbean smooth boteLLa 70 cL,10.99,0.7,L,0.7,whisky,dia
3858,TANQUERAY preparado de ginebra & tonica boteLLa 275 mL,2.49,0.275,L,0.275,tonica,dia
3859,TANQUERAY preparado de ginebra & tonica fLor de seviLLa boteLLa 275 mL,2.49,0.275,L,0.275,tonica,dia
3860,CASTILLO DE VELASCO vino rosado envase 1 Lt,0.89,1.0,L,1.0,vino rosado,dia
